backend,executor,solver_p,preconditioner,resolution,processes,log_id,setup_time,run_time,number_of_iterations,linear_solve_p,linear_solve_u
#{'OBR_VERSION': '0.0.3', 'case': {'renumbered': False}, 'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'uptime': ' 17:53:46 up 12 days, 23:03,  2 users,  load average: 0.00, 0.00, 0.24\n'}}
OF,reference,CG,none,75,1,421282818089ea4367a61f3f2a802877,8.387089,34.122318,5245,2987.0,327.0
OF,reference,CG,none,75,1,421282818089ea4367a61f3f2a802877,8.387089,34.064592,5245,2987.0,327.0
OF,reference,CG,none,75,1,421282818089ea4367a61f3f2a802877,8.387089,34.281166,5245,2987.0,327.0
OF,reference,CG,none,75,1,421282818089ea4367a61f3f2a802877,8.387089,34.245651,5245,2987.0,327.0
OF,reference,BiCGStab,none,75,1,689d41da78af7ae7c3e8312ce1857537,12.82844,58.738475,4381,4955.0,329.0
OF,reference,BiCGStab,none,75,1,689d41da78af7ae7c3e8312ce1857537,12.82844,58.660912,4381,4955.0,329.0
OF,reference,BiCGStab,none,75,1,689d41da78af7ae7c3e8312ce1857537,12.82844,58.4648,4381,4955.0,329.0
OF,reference,BiCGStab,none,75,1,689d41da78af7ae7c3e8312ce1857537,12.82844,58.661227,4381,4955.0,329.0
OF,reference,BiCGStab,none,75,1,689d41da78af7ae7c3e8312ce1857537,12.82844,58.506225,4381,4955.0,329.0
OF,reference,CG,none,100,1,83e5dd060ce18fa8d27af711dbcf2144,27.311626,119.968625,7075,10892.0,813.0
OF,reference,CG,none,100,1,83e5dd060ce18fa8d27af711dbcf2144,27.311626,119.304864,7075,10892.0,813.0
OF,reference,CG,none,100,1,83e5dd060ce18fa8d27af711dbcf2144,27.311626,119.367546,7075,10892.0,813.0
OF,reference,CG,none,100,1,83e5dd060ce18fa8d27af711dbcf2144,27.311626,119.928627,7075,10892.0,813.0
OF,reference,CG,none,100,1,83e5dd060ce18fa8d27af711dbcf2144,27.311626,119.078659,7075,10892.0,813.0
OF,reference,BiCGStab,none,100,1,78bc1b60db82c48c372c19ddcaee43fe,41.503413,195.124371,5903,23579.0,811.0
OF,reference,BiCGStab,none,100,1,78bc1b60db82c48c372c19ddcaee43fe,41.503413,196.919541,5903,23579.0,811.0
OF,reference,BiCGStab,none,100,1,78bc1b60db82c48c372c19ddcaee43fe,41.503413,196.392628,5903,23579.0,811.0
OF,reference,BiCGStab,none,100,1,78bc1b60db82c48c372c19ddcaee43fe,41.503413,196.734337,5903,23579.0,811.0
OF,reference,BiCGStab,none,100,1,78bc1b60db82c48c372c19ddcaee43fe,41.503413,196.46853,5903,23579.0,811.0
