domain,executor,solver,preconditioner,number_of_iterations,resolution,processes,run_time,success
GKO,omp,CG,none,0,8,16,0.190108,1
GKO,omp,CG,none,0,8,16,0.189505,1
GKO,omp,CG,none,0,8,16,0.18523,1
GKO,omp,CG,none,0,8,16,0.175949,1
GKO,omp,CG,none,0,8,16,0.173422,1
GKO,omp,CG,none,0,8,16,0.187787,1
GKO,omp,CG,none,0,8,16,0.183861,1
GKO,omp,CG,none,0,8,16,0.203381,1
GKO,omp,CG,none,0,8,16,0.178474,1
GKO,omp,CG,none,0,8,16,0.180068,1
GKO,omp,CG,none,0,8,16,0.186278,1
GKO,omp,CG,none,0,8,16,0.181795,1
GKO,omp,CG,none,0,8,16,0.182167,1
GKO,omp,CG,none,0,8,16,0.178641,1
GKO,omp,CG,none,0,8,16,0.19376,1
GKO,omp,CG,none,0,8,16,0.198312,1
GKO,omp,CG,none,0,8,16,0.18353,1
GKO,omp,CG,none,0,8,16,0.184678,1
GKO,omp,CG,none,0,8,16,0.187074,1
GKO,omp,CG,none,0,8,16,0.17339,1
GKO,omp,CG,none,0,8,16,0.177413,1
GKO,omp,CG,none,0,8,16,0.18664,1
GKO,omp,CG,none,0,8,16,0.193008,1
GKO,omp,CG,none,0,8,16,0.185684,1
GKO,omp,CG,none,0,8,16,0.192479,1
GKO,omp,CG,none,0,8,16,0.186304,1
GKO,omp,CG,none,0,8,16,0.202481,1
GKO,omp,CG,none,0,8,16,0.187202,1
GKO,omp,CG,none,0,8,16,0.173413,1
GKO,omp,CG,none,0,8,16,0.173064,1
GKO,omp,CG,none,0,8,16,0.186621,1
GKO,omp,CG,none,0,8,16,0.187497,1
GKO,omp,CG,none,0,8,16,0.196349,1
GKO,omp,CG,none,0,8,16,0.188214,1
GKO,omp,CG,none,0,8,16,0.176208,1
GKO,omp,CG,none,0,8,16,0.184677,1
GKO,omp,CG,none,0,8,16,0.195554,1
GKO,omp,CG,none,0,8,16,0.178414,1
GKO,omp,CG,none,0,8,16,0.178831,1
GKO,omp,CG,none,0,8,16,0.186357,1
GKO,omp,CG,none,0,8,16,0.203249,1
GKO,omp,CG,none,0,8,16,0.192865,1
GKO,omp,CG,none,0,8,16,0.182575,1
GKO,omp,CG,none,0,8,16,0.189809,1
GKO,omp,CG,none,0,8,16,0.180751,1
GKO,omp,CG,none,0,8,16,0.180808,1
GKO,omp,CG,none,0,8,16,0.178506,1
GKO,omp,CG,none,0,8,16,0.198296,1
GKO,omp,CG,none,0,8,16,0.17893,1
GKO,omp,CG,none,0,8,16,0.210261,1
GKO,omp,CG,none,0,8,16,0.180093,1
GKO,omp,CG,none,0,8,16,0.175934,1
GKO,omp,CG,none,0,8,16,0.177082,1
GKO,omp,CG,none,0,8,16,0.190548,1
GKO,omp,CG,none,0,8,16,0.205317,1
GKO,omp,CG,none,0,8,16,0.175982,1
GKO,omp,CG,none,0,8,16,0.190568,1
GKO,omp,CG,none,0,8,16,0.188454,1
GKO,omp,CG,none,0,8,16,0.192921,1
GKO,omp,CG,none,0,8,16,0.183953,1
GKO,omp,CG,none,0,8,16,0.181897,1
GKO,omp,CG,none,0,8,16,0.175767,1
GKO,omp,CG,none,0,8,16,0.18036,1
GKO,omp,CG,none,0,8,16,0.211103,1
GKO,omp,CG,none,0,8,16,0.18342,1
GKO,omp,CG,none,0,8,16,0.1791,1
GKO,omp,CG,none,0,8,16,0.185227,1
GKO,omp,CG,none,0,8,16,0.198042,1
GKO,omp,CG,none,0,8,16,0.178587,1
GKO,omp,CG,none,0,8,16,0.20477,1
GKO,omp,CG,none,0,8,16,0.208907,1
GKO,omp,CG,none,0,8,16,0.175672,1
GKO,omp,CG,none,0,8,16,0.17916,1
GKO,omp,CG,none,0,8,16,0.191356,1
GKO,omp,CG,none,0,8,16,0.185994,1
GKO,omp,CG,none,0,8,16,0.191881,1
GKO,omp,CG,none,0,8,16,0.179818,1
GKO,omp,CG,none,0,8,16,0.179942,1
GKO,omp,CG,none,0,8,16,0.198357,1
GKO,omp,CG,none,0,8,16,0.177471,1
GKO,omp,CG,none,0,8,16,0.174418,1
GKO,omp,CG,none,0,8,16,0.176475,1
GKO,omp,CG,none,0,8,16,0.173213,1
GKO,omp,CG,none,0,8,16,0.173725,1
GKO,omp,CG,none,0,8,16,0.186858,1
GKO,omp,CG,none,0,8,16,0.204381,1
GKO,omp,CG,none,0,8,16,0.193207,1
GKO,omp,CG,none,0,8,16,0.178872,1
GKO,omp,CG,none,0,8,16,0.202794,1
GKO,omp,CG,none,0,8,16,0.204126,1
GKO,omp,CG,none,0,8,16,0.18646,1
GKO,omp,CG,none,0,8,16,0.183448,1
GKO,omp,CG,none,0,8,16,0.177465,1
GKO,omp,CG,none,0,8,16,0.18491,1
GKO,omp,CG,none,0,8,16,0.179594,1
GKO,omp,CG,none,0,8,16,0.189927,1
GKO,omp,CG,none,0,8,16,0.193292,1
GKO,omp,CG,none,0,8,16,0.183263,1
GKO,omp,CG,none,0,8,16,0.180736,1
GKO,omp,CG,none,0,8,16,0.177403,1
GKO,omp,CG,none,0,8,16,0.186648,1
GKO,omp,CG,none,0,8,16,0.178857,1
GKO,omp,CG,none,0,8,16,0.179835,1
GKO,omp,CG,none,0,8,16,0.175087,1
GKO,omp,CG,none,0,8,16,0.1824,1
GKO,omp,CG,none,0,8,16,0.183704,1
GKO,omp,CG,none,0,8,16,0.181938,1
GKO,omp,CG,none,0,8,16,0.186241,1
GKO,omp,CG,none,0,8,16,0.178361,1
GKO,omp,CG,none,0,8,16,0.173404,1
GKO,omp,CG,none,0,8,16,0.181117,1
GKO,omp,CG,none,0,8,16,0.179409,1
GKO,omp,CG,none,0,8,16,0.17812,1
GKO,omp,CG,none,0,8,16,0.206602,1
GKO,omp,CG,none,0,8,16,0.175126,1
GKO,omp,CG,none,0,8,16,0.202674,1
GKO,omp,CG,none,0,8,16,0.194917,1
GKO,omp,CG,none,0,8,16,0.211982,1
GKO,omp,CG,none,0,8,16,0.204823,1
GKO,omp,CG,none,0,8,16,0.183794,1
GKO,omp,CG,none,0,8,16,0.201176,1
GKO,omp,CG,none,0,8,16,0.188675,1
GKO,omp,CG,none,0,8,16,0.186927,1
GKO,omp,CG,none,0,8,16,0.179508,1
GKO,omp,CG,none,0,8,16,0.18236,1
GKO,omp,CG,none,0,8,16,0.17776,1
GKO,omp,CG,none,0,8,16,0.175337,1
GKO,omp,CG,none,0,8,16,0.211264,1
GKO,omp,CG,none,0,8,16,0.186195,1
GKO,omp,CG,none,0,8,16,0.17965,1
GKO,omp,CG,none,0,8,16,0.1784,1
GKO,omp,CG,none,0,8,16,0.175161,1
GKO,omp,CG,none,0,8,16,0.185839,1
GKO,omp,CG,none,0,8,16,0.202372,1
GKO,omp,CG,none,0,8,16,0.192134,1
GKO,omp,CG,none,0,8,16,0.177147,1
GKO,omp,CG,none,0,8,16,0.17793,1
GKO,omp,CG,none,0,8,16,0.18873,1
GKO,omp,CG,none,0,8,16,0.199445,1
GKO,omp,CG,none,0,8,16,0.209466,1
GKO,omp,CG,none,0,8,16,0.215642,1
GKO,omp,CG,none,0,8,16,0.17989,1
GKO,omp,CG,none,0,8,16,0.197563,1
GKO,omp,CG,none,0,8,16,0.204718,1
GKO,omp,CG,none,0,8,16,0.172155,1
GKO,omp,CG,none,0,8,16,0.193709,1
GKO,omp,CG,none,0,8,16,0.197148,1
GKO,omp,CG,none,0,8,16,0.179859,1
GKO,omp,CG,none,0,8,16,0.175781,1
GKO,omp,CG,none,0,8,16,0.215159,1
GKO,omp,CG,none,0,8,16,0.203415,1
GKO,omp,CG,none,0,8,16,0.195678,1
GKO,omp,CG,none,0,8,16,0.191247,1
GKO,omp,CG,none,0,8,16,0.182228,1
GKO,omp,CG,none,0,8,16,0.192017,1
GKO,omp,CG,none,0,8,16,0.178503,1
GKO,omp,CG,none,0,8,16,0.177948,1
GKO,omp,CG,none,0,8,16,0.175206,1
GKO,omp,CG,none,0,8,16,0.179442,1
GKO,omp,CG,none,0,8,16,0.190201,1
GKO,omp,CG,none,0,8,16,0.204338,1
GKO,omp,CG,none,0,8,16,0.183961,1
GKO,omp,CG,none,0,8,16,0.172286,1
GKO,omp,CG,none,0,8,16,0.207229,1
GKO,omp,CG,none,0,8,16,0.184349,1
GKO,omp,CG,none,0,8,16,0.17729,1
GKO,omp,CG,none,0,8,16,0.200926,1
GKO,omp,CG,none,0,8,16,0.174738,1
GKO,omp,CG,none,0,8,16,0.176377,1
GKO,omp,CG,none,0,8,16,0.192186,1
GKO,omp,CG,none,0,8,16,0.179985,1
GKO,omp,CG,none,0,8,16,0.191081,1
GKO,omp,CG,none,0,8,16,0.181004,1
GKO,omp,CG,none,0,8,16,0.178189,1
GKO,omp,CG,none,0,8,16,0.179989,1
GKO,omp,CG,none,0,8,16,0.199427,1
GKO,omp,CG,none,0,8,16,0.18385,1
GKO,omp,CG,none,0,8,16,0.203426,1
GKO,omp,CG,none,0,8,16,0.195411,1
GKO,omp,CG,none,0,8,16,0.182177,1
GKO,omp,CG,none,0,8,16,0.184982,1
GKO,omp,CG,none,0,8,16,0.190127,1
GKO,omp,CG,none,0,8,16,0.198726,1
GKO,omp,CG,none,0,8,16,0.195157,1
GKO,omp,CG,none,0,8,16,0.178941,1
GKO,omp,CG,none,0,8,16,0.19411,1
GKO,omp,CG,none,0,8,16,0.182443,1
GKO,omp,CG,none,0,8,16,0.181651,1
GKO,omp,CG,none,0,8,16,0.185825,1
GKO,omp,CG,none,0,8,16,0.21353,1
GKO,omp,CG,none,0,8,16,0.179193,1
GKO,omp,CG,none,0,8,16,0.181195,1
GKO,omp,CG,none,0,8,16,0.19646,1
GKO,omp,CG,none,0,8,16,0.175524,1
GKO,omp,CG,none,0,8,16,0.174658,1
GKO,omp,CG,none,0,8,16,0.186166,1
GKO,omp,CG,none,0,8,16,0.175099,1
GKO,omp,CG,none,0,8,16,0.177996,1
GKO,omp,CG,none,0,8,16,0.194096,1
GKO,omp,CG,none,0,8,16,0.177843,1
GKO,omp,CG,none,0,8,16,0.191748,1
GKO,omp,CG,none,0,8,16,0.199579,1
GKO,omp,CG,none,0,8,16,0.184692,1
GKO,omp,CG,none,0,8,16,0.200084,1
GKO,omp,CG,none,0,8,16,0.17796,1
GKO,omp,CG,none,0,8,16,0.178533,1
GKO,omp,CG,none,0,8,16,0.183141,1
GKO,omp,CG,none,0,8,16,0.181076,1
GKO,omp,CG,none,0,8,16,0.181493,1
GKO,omp,CG,none,0,8,16,0.1758,1
GKO,omp,CG,none,0,8,16,0.189993,1
GKO,omp,CG,none,0,8,16,0.21323,1
GKO,omp,CG,none,0,8,16,0.178757,1
GKO,omp,CG,none,0,8,16,0.181172,1
GKO,omp,CG,none,0,8,16,0.177732,1
GKO,omp,CG,none,0,8,16,0.186141,1
GKO,omp,CG,none,0,8,16,0.180536,1
GKO,omp,CG,none,0,8,16,0.181119,1
GKO,omp,CG,none,0,8,16,0.183667,1
GKO,omp,CG,none,0,8,16,0.180125,1
GKO,omp,CG,none,0,8,16,0.188777,1
GKO,omp,CG,none,0,8,16,0.189545,1
GKO,omp,CG,none,0,8,16,0.183906,1
GKO,omp,CG,none,0,8,16,0.172678,1
GKO,omp,CG,none,0,8,16,0.175216,1
GKO,omp,CG,none,0,8,16,0.182443,1
GKO,omp,CG,none,0,8,16,0.176587,1
GKO,omp,CG,none,0,8,16,0.198359,1
GKO,omp,CG,none,0,8,16,0.17556,1
GKO,omp,CG,none,0,8,16,0.19364,1
GKO,omp,CG,none,0,8,16,0.187594,1
GKO,omp,CG,none,0,8,16,0.188444,1
GKO,omp,CG,none,0,8,16,0.185145,1
GKO,omp,CG,none,0,8,16,0.185485,1
GKO,omp,CG,none,0,8,16,0.17712,1
GKO,omp,CG,none,0,8,16,0.178414,1
GKO,omp,CG,none,0,8,16,0.191982,1
GKO,omp,CG,none,0,8,16,0.179595,1
GKO,omp,CG,none,0,8,16,0.206278,1
GKO,omp,CG,none,0,8,16,0.178628,1
GKO,omp,CG,none,0,8,16,0.205187,1
GKO,omp,CG,none,0,8,16,0.176721,1
GKO,omp,CG,none,0,8,16,0.190703,1
GKO,omp,CG,none,0,8,16,0.191195,1
GKO,omp,CG,none,0,8,16,0.201516,1
GKO,omp,CG,none,0,8,16,0.215535,1
GKO,omp,CG,none,0,8,16,0.18875,1
GKO,omp,CG,none,0,8,16,0.204765,1
GKO,omp,CG,none,0,8,16,0.19196,1
GKO,omp,CG,none,0,8,16,0.182438,1
GKO,omp,CG,none,0,8,16,0.182535,1
GKO,omp,CG,none,0,8,16,0.180195,1
GKO,omp,CG,none,0,8,16,0.197655,1
GKO,omp,CG,none,0,8,16,0.184231,1
GKO,omp,CG,none,0,8,16,0.189902,1
GKO,omp,CG,none,0,8,16,0.183782,1
GKO,omp,CG,none,0,8,16,0.21046,1
GKO,omp,CG,none,0,8,16,0.181016,1
GKO,omp,CG,none,0,8,16,0.201808,1
GKO,omp,CG,none,0,8,16,0.212733,1
GKO,omp,CG,none,0,8,16,0.197828,1
GKO,omp,CG,none,0,8,16,0.201217,1
GKO,omp,CG,none,0,8,16,0.199393,1
GKO,omp,CG,none,0,8,16,0.179035,1
GKO,omp,CG,none,0,8,16,0.18978,1
GKO,omp,CG,none,0,8,16,0.177643,1
GKO,omp,CG,none,0,8,16,0.175675,1
GKO,omp,CG,none,0,8,16,0.175717,1
GKO,omp,CG,none,0,8,16,0.181785,1
GKO,omp,CG,none,0,8,16,0.184163,1
GKO,omp,CG,none,0,8,16,0.177836,1
GKO,omp,CG,none,0,8,16,0.208884,1
GKO,omp,CG,none,0,8,16,0.193666,1
GKO,omp,CG,none,0,8,16,0.194742,1
GKO,omp,CG,none,0,8,16,0.187573,1
GKO,omp,CG,none,0,8,16,0.192768,1
GKO,omp,CG,none,0,8,16,0.182271,1
GKO,omp,CG,none,0,8,16,0.182082,1
GKO,omp,CG,none,0,8,16,0.187292,1
GKO,omp,CG,none,0,8,16,0.186513,1
GKO,omp,CG,none,0,8,16,0.189081,1
GKO,omp,CG,none,0,8,16,0.179268,1
GKO,omp,CG,none,0,8,16,0.192479,1
GKO,omp,CG,none,0,8,16,0.178784,1
GKO,omp,CG,none,0,8,16,0.180733,1
GKO,omp,CG,none,0,8,32,0.293301,1
GKO,omp,CG,none,0,8,32,0.273275,1
GKO,omp,CG,none,0,8,32,0.25363,1
GKO,omp,CG,none,0,8,32,0.247454,1
GKO,omp,CG,none,0,8,32,0.259276,1
GKO,omp,CG,none,0,8,32,0.273833,1
GKO,omp,CG,none,0,8,32,0.258564,1
GKO,omp,CG,none,0,8,32,0.260633,1
GKO,omp,CG,none,0,8,32,0.253785,1
GKO,omp,CG,none,0,8,32,0.277597,1
GKO,omp,CG,none,0,8,32,0.258268,1
GKO,omp,CG,none,0,8,32,0.25963,1
GKO,omp,CG,none,0,8,32,0.263846,1
GKO,omp,CG,none,0,8,32,0.258182,1
GKO,omp,CG,none,0,8,32,0.251174,1
GKO,omp,CG,none,0,8,32,0.263707,1
GKO,omp,CG,none,0,8,32,0.26185,1
GKO,omp,CG,none,0,8,32,0.260318,1
GKO,omp,CG,none,0,8,32,0.260273,1
GKO,omp,CG,none,0,8,32,0.263701,1
GKO,omp,CG,none,0,8,32,0.256997,1
GKO,omp,CG,none,0,8,32,0.271089,1
GKO,omp,CG,none,0,8,32,0.25878,1
GKO,omp,CG,none,0,8,32,0.270055,1
GKO,omp,CG,none,0,8,32,0.268552,1
GKO,omp,CG,none,0,8,32,0.259085,1
GKO,omp,CG,none,0,8,32,0.266985,1
GKO,omp,CG,none,0,8,32,0.265082,1
GKO,omp,CG,none,0,8,32,0.262801,1
GKO,omp,CG,none,0,8,32,0.256802,1
GKO,omp,CG,none,0,8,32,0.272624,1
GKO,omp,CG,none,0,8,32,0.276469,1
GKO,omp,CG,none,0,8,32,0.262491,1
GKO,omp,CG,none,0,8,32,0.266211,1
GKO,omp,CG,none,0,8,32,0.254908,1
GKO,omp,CG,none,0,8,32,0.260985,1
GKO,omp,CG,none,0,8,32,0.261631,1
GKO,omp,CG,none,0,8,32,0.265209,1
GKO,omp,CG,none,0,8,32,0.261917,1
GKO,omp,CG,none,0,8,32,0.253216,1
GKO,omp,CG,none,0,8,32,0.262112,1
GKO,omp,CG,none,0,8,32,0.26912,1
GKO,omp,CG,none,0,8,32,0.265999,1
GKO,omp,CG,none,0,8,32,0.254371,1
GKO,omp,CG,none,0,8,32,0.260316,1
GKO,omp,CG,none,0,8,32,0.274872,1
GKO,omp,CG,none,0,8,32,0.265939,1
GKO,omp,CG,none,0,8,32,0.265014,1
GKO,omp,CG,none,0,8,32,0.254972,1
GKO,omp,CG,none,0,8,32,0.266147,1
GKO,omp,CG,none,0,8,32,0.256479,1
GKO,omp,CG,none,0,8,32,0.256022,1
GKO,omp,CG,none,0,8,32,0.275713,1
GKO,omp,CG,none,0,8,32,0.271053,1
GKO,omp,CG,none,0,8,32,0.257017,1
GKO,omp,CG,none,0,8,32,0.274256,1
GKO,omp,CG,none,0,8,32,0.252337,1
GKO,omp,CG,none,0,8,32,0.305725,1
GKO,omp,CG,none,0,8,32,0.253269,1
GKO,omp,CG,none,0,8,32,0.254171,1
GKO,omp,CG,none,0,8,32,0.254013,1
GKO,omp,CG,none,0,8,32,0.254759,1
GKO,omp,CG,none,0,8,32,0.27024,1
GKO,omp,CG,none,0,8,32,0.283663,1
GKO,omp,CG,none,0,8,32,0.251227,1
GKO,omp,CG,none,0,8,32,0.260085,1
GKO,omp,CG,none,0,8,32,0.2546,1
GKO,omp,CG,none,0,8,32,0.267442,1
GKO,omp,CG,none,0,8,32,0.26451,1
GKO,omp,CG,none,0,8,32,0.25775,1
GKO,omp,CG,none,0,8,32,0.250604,1
GKO,omp,CG,none,0,8,32,0.250687,1
GKO,omp,CG,none,0,8,32,0.275265,1
GKO,omp,CG,none,0,8,32,0.258808,1
GKO,omp,CG,none,0,8,32,0.279263,1
GKO,omp,CG,none,0,8,32,0.285438,1
GKO,omp,CG,none,0,8,32,0.268771,1
GKO,omp,CG,none,0,8,32,0.250935,1
GKO,omp,CG,none,0,8,32,0.270124,1
GKO,omp,CG,none,0,8,32,0.255208,1
GKO,omp,CG,none,0,8,32,0.267916,1
GKO,omp,CG,none,0,8,32,0.264415,1
GKO,omp,CG,none,0,8,32,0.263083,1
GKO,omp,CG,none,0,8,32,0.258047,1
GKO,omp,CG,none,0,8,32,0.268661,1
GKO,omp,CG,none,0,8,32,0.256179,1
GKO,omp,CG,none,0,8,32,0.253414,1
GKO,omp,CG,none,0,8,32,0.272089,1
GKO,omp,CG,none,0,8,32,0.258759,1
GKO,omp,CG,none,0,8,32,0.25689,1
GKO,omp,CG,none,0,8,32,0.266736,1
GKO,omp,CG,none,0,8,32,0.263388,1
GKO,omp,CG,none,0,8,32,0.257984,1
GKO,omp,CG,none,0,8,32,0.25798,1
GKO,omp,CG,none,0,8,32,0.266578,1
GKO,omp,CG,none,0,8,32,0.275727,1
GKO,omp,CG,none,0,8,32,0.252106,1
GKO,omp,CG,none,0,8,32,0.261922,1
GKO,omp,CG,none,0,8,32,0.261325,1
GKO,omp,CG,none,0,8,32,0.263026,1
GKO,omp,CG,none,0,8,32,0.256797,1
GKO,omp,CG,none,0,8,32,0.251509,1
GKO,omp,CG,none,0,8,32,0.269112,1
GKO,omp,CG,none,0,8,32,0.255248,1
GKO,omp,CG,none,0,8,32,0.260424,1
GKO,omp,CG,none,0,8,32,0.26163,1
GKO,omp,CG,none,0,8,32,0.277043,1
GKO,omp,CG,none,0,8,32,0.260072,1
GKO,omp,CG,none,0,8,32,0.251589,1
GKO,omp,CG,none,0,8,32,0.252277,1
GKO,omp,CG,none,0,8,32,0.264606,1
GKO,omp,CG,none,0,8,32,0.267531,1
GKO,omp,CG,none,0,8,32,0.265877,1
GKO,omp,CG,none,0,8,32,0.257779,1
GKO,omp,CG,none,0,8,32,0.279398,1
GKO,omp,CG,none,0,8,32,0.258287,1
GKO,omp,CG,none,0,8,32,0.260554,1
GKO,omp,CG,none,0,8,32,0.263864,1
GKO,omp,CG,none,0,8,32,0.292136,1
GKO,omp,CG,none,0,8,32,0.274436,1
GKO,omp,CG,none,0,8,32,0.268809,1
GKO,omp,CG,none,0,8,32,0.270386,1
GKO,omp,CG,none,0,8,32,0.261333,1
GKO,omp,CG,none,0,8,32,0.255499,1
GKO,omp,CG,none,0,8,32,0.259034,1
GKO,omp,CG,none,0,8,32,0.260423,1
GKO,omp,CG,none,0,8,32,0.27718,1
GKO,omp,CG,none,0,8,32,0.272442,1
GKO,omp,CG,none,0,8,32,0.261364,1
GKO,omp,CG,none,0,8,32,0.271073,1
GKO,omp,CG,none,0,8,32,0.257592,1
GKO,omp,CG,none,0,8,32,0.256759,1
GKO,omp,CG,none,0,8,32,0.264348,1
GKO,omp,CG,none,0,8,32,0.274988,1
GKO,omp,CG,none,0,8,32,0.266778,1
GKO,omp,CG,none,0,8,32,0.259495,1
GKO,omp,CG,none,0,8,32,0.268583,1
GKO,omp,CG,none,0,8,32,0.251895,1
GKO,omp,CG,none,0,8,32,0.26374,1
GKO,omp,CG,none,0,8,32,0.249724,1
GKO,omp,CG,none,0,8,32,0.267377,1
GKO,omp,CG,none,0,8,32,0.266859,1
GKO,omp,CG,none,0,8,32,0.264315,1
GKO,omp,CG,none,0,8,32,0.263897,1
GKO,omp,CG,none,0,8,32,0.254908,1
GKO,omp,CG,none,0,8,32,0.257741,1
GKO,omp,CG,none,0,8,32,0.266177,1
GKO,omp,CG,none,0,8,32,0.252013,1
GKO,omp,CG,none,0,8,32,0.258296,1
GKO,omp,CG,none,0,8,32,0.269033,1
GKO,omp,CG,none,0,8,32,0.29194,1
GKO,omp,CG,none,0,8,32,0.263011,1
GKO,omp,CG,none,0,8,32,0.265483,1
GKO,omp,CG,none,0,8,32,0.273944,1
GKO,omp,CG,none,0,8,32,0.255043,1
GKO,omp,CG,none,0,8,32,0.244103,1
GKO,omp,CG,none,0,8,32,0.255809,1
GKO,omp,CG,none,0,8,32,0.261379,1
GKO,omp,CG,none,0,8,32,0.272636,1
GKO,omp,CG,none,0,8,32,0.254178,1
GKO,omp,CG,none,0,8,32,0.265092,1
GKO,omp,CG,none,0,8,32,0.26114,1
GKO,omp,CG,none,0,8,32,0.261565,1
GKO,omp,CG,none,0,8,32,0.253335,1
GKO,omp,CG,none,0,8,32,0.25377,1
GKO,omp,CG,none,0,8,32,0.256989,1
GKO,omp,CG,none,0,8,32,0.255173,1
GKO,omp,CG,none,0,8,32,0.273313,1
GKO,omp,CG,none,0,8,32,0.250578,1
GKO,omp,CG,none,0,8,32,0.272299,1
GKO,omp,CG,none,0,8,32,0.259273,1
GKO,omp,CG,none,0,8,32,0.270554,1
GKO,omp,CG,none,0,8,32,0.265796,1
GKO,omp,CG,none,0,8,32,0.258291,1
GKO,omp,CG,none,0,8,32,0.290979,1
GKO,omp,CG,none,0,8,32,0.304101,1
GKO,omp,CG,none,0,8,32,0.264392,1
GKO,omp,CG,none,0,8,32,0.266537,1
GKO,omp,CG,none,0,8,32,0.298153,1
GKO,omp,CG,none,0,8,32,0.25028,1
GKO,omp,CG,none,0,8,32,0.265756,1
GKO,omp,CG,none,0,8,32,0.25504,1
GKO,omp,CG,none,0,8,32,0.258588,1
GKO,omp,CG,none,0,8,32,0.283665,1
GKO,omp,CG,none,0,8,32,0.264227,1
GKO,omp,CG,none,0,8,32,0.265173,1
GKO,omp,CG,none,0,8,32,0.252639,1
GKO,omp,CG,none,0,8,32,0.258246,1
GKO,omp,CG,none,0,8,32,0.250656,1
GKO,omp,CG,none,0,8,32,0.261423,1
GKO,omp,CG,none,0,8,32,0.267968,1
GKO,omp,CG,none,0,8,32,0.256762,1
GKO,omp,CG,none,0,8,32,0.261125,1
GKO,omp,CG,none,0,8,32,0.255992,1
GKO,omp,CG,none,0,8,32,0.261872,1
GKO,omp,CG,none,0,8,32,0.271747,1
GKO,omp,CG,none,0,8,32,0.267784,1
GKO,omp,CG,none,0,8,32,0.263499,1
GKO,omp,CG,none,0,8,32,0.267829,1
GKO,omp,CG,none,0,8,32,0.271267,1
GKO,omp,CG,none,0,8,32,0.25991,1
GKO,omp,CG,none,0,8,32,0.280527,1
GKO,omp,CG,none,0,8,32,0.257359,1
GKO,omp,CG,none,0,8,32,0.263232,1
GKO,omp,CG,none,0,8,32,0.261063,1
GKO,omp,CG,none,0,8,32,0.256675,1
GKO,omp,CG,none,0,8,32,0.260505,1
GKO,omp,CG,none,0,8,32,0.257364,1
GKO,omp,CG,none,0,8,32,0.267778,1
GKO,omp,CG,none,0,8,32,0.262158,1
GKO,omp,CG,none,0,8,32,0.259625,1
GKO,omp,CG,none,0,8,32,0.257609,1
GKO,omp,CG,none,0,8,32,0.280822,1
GKO,omp,CG,none,0,8,32,0.264369,1
GKO,omp,CG,none,0,8,32,0.271962,1
GKO,omp,CG,none,0,8,32,0.257266,1
GKO,omp,CG,none,0,8,32,0.257837,1
GKO,omp,CG,none,0,8,32,0.25072,1
GKO,omp,CG,none,0,8,32,0.253865,1
GKO,omp,CG,none,0,8,32,0.267249,1
GKO,omp,CG,none,0,8,32,0.264073,1
GKO,omp,CG,none,0,8,32,0.284517,1
GKO,omp,CG,none,0,8,32,0.266242,1
GKO,omp,CG,none,0,8,32,0.25973,1
GKO,omp,CG,none,0,8,32,0.253494,1
GKO,omp,CG,none,0,8,32,0.26101,1
GKO,omp,CG,none,0,8,32,0.259521,1
GKO,omp,CG,none,0,8,32,0.290097,1
GKO,omp,CG,none,0,8,64,0.448187,1
GKO,omp,CG,none,0,8,64,0.383625,1
GKO,omp,CG,none,0,8,64,0.370137,1
GKO,omp,CG,none,0,8,64,0.452685,1
GKO,omp,CG,none,0,8,64,0.390893,1
GKO,omp,CG,none,0,8,64,0.376101,1
GKO,omp,CG,none,0,8,64,0.490007,1
GKO,omp,CG,none,0,8,64,0.392541,1
GKO,omp,CG,none,0,8,64,0.48243,1
GKO,omp,CG,none,0,8,64,0.393401,1
GKO,omp,CG,none,0,8,64,0.489488,1
GKO,omp,CG,none,0,8,64,0.361266,1
GKO,omp,CG,none,0,8,64,0.382294,1
GKO,omp,CG,none,0,8,64,0.487929,1
GKO,omp,CG,none,0,8,64,0.440629,1
GKO,omp,CG,none,0,8,64,0.398548,1
GKO,omp,CG,none,0,8,64,0.402614,1
GKO,omp,CG,none,0,8,64,0.375684,1
GKO,omp,CG,none,0,8,64,0.365967,1
GKO,omp,CG,none,0,8,64,0.383138,1
GKO,omp,CG,none,0,8,64,0.486963,1
GKO,omp,CG,none,0,8,64,0.491741,1
GKO,omp,CG,none,0,8,64,0.395495,1
GKO,omp,CG,none,0,8,64,0.460977,1
GKO,omp,CG,none,0,8,64,0.365741,1
GKO,omp,CG,none,0,8,64,0.381221,1
GKO,omp,CG,none,0,8,64,0.467643,1
GKO,omp,CG,none,0,8,64,0.453589,1
GKO,omp,CG,none,0,8,64,0.399237,1
GKO,omp,CG,none,0,8,64,0.475128,1
GKO,omp,CG,none,0,8,64,0.38223,1
GKO,omp,CG,none,0,8,64,0.378881,1
GKO,omp,CG,none,0,8,64,0.399161,1
GKO,omp,CG,none,0,8,64,0.367665,1
GKO,omp,CG,none,0,8,64,0.480971,1
GKO,omp,CG,none,0,8,64,0.474595,1
GKO,omp,CG,none,0,8,64,0.387719,1
GKO,omp,CG,none,0,8,64,0.385724,1
GKO,omp,CG,none,0,8,64,0.39606,1
GKO,omp,CG,none,0,8,64,0.454265,1
GKO,omp,CG,none,0,8,64,0.462612,1
GKO,omp,CG,none,0,8,64,0.455548,1
GKO,omp,CG,none,0,8,64,0.450348,1
GKO,omp,CG,none,0,8,64,0.368267,1
GKO,omp,CG,none,0,8,64,0.379494,1
