executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,maxBlockSize,innerReductionFactor,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'nla-gpu2.ianm.kit.edu\n', 'top': ['top - 05:37:39 up 71 days, 10:47,  1 user,  load average: 0.00, 0.00, 0.00', 'Tasks: 945 total,   1 running, 944 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515589.7 total, 137019.7 free,   3127.6 used, 375442.4 buff/cache', 'MiB Swap:   4096.0 total,   4075.0 free,     21.0 used. 509379.5 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '   2726 root      rt   0  703476 223728  93052 S   5.9   0.0 522:41.11 corosync', '2221845 greole    20   0   66240   5912   4264 R   5.9   0.0   0:00.02 top', '      1 root      20   0  251644  13772   7072 S   0.0   0.0   0:28.10 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:02.59 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     10 root      20   0       0      0      0 S   0.0   0.0   0:01.04 ksoftirqd/0'], 'uptime': ' 05:37:39 up 71 days, 10:47,  1 user,  load average: 0.00, 0.00, 0.00\n', 'libOGL.so': '2f3a0d09a31fbe08a30f8bf83295cb7e  /home/greole/OpenFOAM/greole-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
HIP,CG,BJ,85,None,0,nla-gpu2.ianm.kit.edu,1,2,None,ec171b6b8b756b1e18ce03000a3d197c,12.108088,13.304087,1232.0,15.0,527510.0,527510.0,7560734.0,7560734.0
HIP,CG,BJ,85,None,0,nla-gpu2.ianm.kit.edu,1,16,None,18c5d7525df1290bcd62db5a7418857a,12.032331,13.986476,1177.0,15.0,523674.0,523674.0,8128345.0,8128345.0
HIP,CG,BJ,85,None,0,nla-gpu2.ianm.kit.edu,1,1,None,42dd7561201f80f01371e12a4dbc9706,12.045641,13.424634,1389.0,15.0,527745.0,527745.0,7613382.0,7613382.0
HIP,CG,BJ,85,None,0,nla-gpu2.ianm.kit.edu,1,4,None,179470ad95250c6a63ac849662584f57,12.311108,13.723348,1192.0,15.0,529893.0,529893.0,7934365.0,7934365.0
HIP,CG,BJ,85,None,0,nla-gpu2.ianm.kit.edu,1,8,None,9235f332289ca03ec34916d857abd7c5,11.699307,13.103301,1180.0,15.0,535687.0,535687.0,7301014.0,7301014.0
HIP,IR,NoPrecond,85,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,394e1958b675a75dc19bbba1242dce34,11.596687,13.871705,10.0,15.0,524362.0,524362.0,7954819.0,7954819.0
HIP,IR,NoPrecond,85,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,13d7cce1563e42bcb7c3d41dc962d2f1,12.02302,13.363094,8.0,15.0,529142.0,529142.0,7540378.0,7540378.0
HIP,IR,NoPrecond,85,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,e0e75bd181d2f3a7bb1f664a5fde9368,11.961011,13.416862,14.0,15.0,529338.0,529338.0,7517515.0,7517515.0
HIP,IR,NoPrecond,85,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,dd179fde585c2348c84f1590bc5c86f1,11.580218,12.509727,6.0,15.0,522704.0,522704.0,6741408.0,6741408.0
HIP,BiCGStab,BJ,85,None,0,nla-gpu2.ianm.kit.edu,1,None,None,33561746b383c81dc27968b61f77ce08,12.76185,14.262282,948.0,15.0,526233.0,526233.0,8085370.0,8085370.0
HIP,BiCGStab,NoPrecond,85,None,0,nla-gpu2.ianm.kit.edu,1,None,None,ff67ce8bb57dabf4008e74d5155565a6,12.389256,13.929873,1135.0,15.0,524851.0,524851.0,7823896.0,7823896.0
HIP,CG,ILU,85,None,0,nla-gpu2.ianm.kit.edu,1,None,None,c4fa9753283ec0dfd7ffebabecbc97d8,12.344713,14.385513,450.0,15.0,525279.0,525279.0,8088346.0,8088346.0
HIP,CG,NoPrecond,85,None,0,nla-gpu2.ianm.kit.edu,1,None,None,c9677791e47ae102c6cc3139e3e1d4db,11.836813,12.541391,1411.0,15.0,525587.0,525587.0,6792877.0,6792877.0
HIP,BiCGStab,ILU,85,None,0,nla-gpu2.ianm.kit.edu,1,None,None,da09f1650918710ef89c105aeb9fa202,12.791737,15.571485,343.0,15.0,526846.0,526846.0,8692656.0,8692656.0
HIP,CG,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,2,None,b8261ca2ec8e2345680206971c6a740c,16.95806,18.160692,1392.0,15.0,746128.0,746128.0,10172592.0,10172592.0
HIP,CG,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,16,None,8907677c7c85814c8f39b39726154771,16.970004,18.412135,1395.0,15.0,744818.0,744818.0,10324515.0,10324515.0
HIP,CG,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,1,None,8a1169ee4d94a9c4c3be85702170f298,15.726152,17.552213,1574.0,15.0,742412.0,742412.0,9587353.0,9587353.0
HIP,CG,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,4,None,ffbe938a94f3b23f3a01a93b670c1260,17.025869,18.807845,1384.0,15.0,734694.0,734694.0,10921523.0,10921523.0
HIP,CG,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,8,None,044e1f03c76642529cbdb260365a0987,16.968615,19.334162,1394.0,15.0,749623.0,749623.0,11323015.0,11323015.0
HIP,IR,NoPrecond,95,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,a036157fcd620860352db6cc0b6d5b63,16.441291,18.387189,10.0,15.0,763780.0,763780.0,10141926.0,10141926.0
HIP,IR,NoPrecond,95,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,ff4ebd1fca4a4412fdb4ce79ab657429,16.757975,17.557172,7.0,15.0,756307.0,756307.0,9615458.0,9615458.0
HIP,IR,NoPrecond,95,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,34722ed4d666b46653caf22733505970,16.419899,18.232205,13.0,15.0,738166.0,738166.0,10192146.0,10192146.0
HIP,IR,NoPrecond,95,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,b60d5945eacc2955a152c7933946d196,16.163997,18.195942,5.0,15.0,743465.0,743465.0,10314330.0,10314330.0
HIP,BiCGStab,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,None,None,0,17.329343,17.653076,0,0,0,0,0,0
HIP,BiCGStab,BJ,95,None,0,nla-gpu2.ianm.kit.edu,1,None,None,511204064949f21bcb11a4730aa8bf1a,17.559666,19.449914,1018.0,15.0,750455.0,750455.0,11036338.0,11036338.0
HIP,BiCGStab,NoPrecond,95,None,0,nla-gpu2.ianm.kit.edu,1,None,None,9b427ad1558ac5e32aeaa4072b50248e,16.709286,19.378262,1319.0,15.0,752305.0,752305.0,11002560.0,11002560.0
HIP,CG,ILU,95,None,0,nla-gpu2.ianm.kit.edu,1,None,None,8205798ce5839de4436fa8edc8c71146,16.433428,19.959715,505.0,15.0,738560.0,738560.0,11196698.0,11196698.0
HIP,CG,NoPrecond,95,None,0,nla-gpu2.ianm.kit.edu,1,None,None,b71177d2406b02b64966330f49309465,16.227059,18.7333,1592.0,15.0,742647.0,742647.0,10763026.0,10763026.0
HIP,BiCGStab,ILU,95,None,0,nla-gpu2.ianm.kit.edu,1,None,None,d49b017a4d89d603b8f125b607e93472,17.990839,21.683272,385.0,15.0,742686.0,742686.0,11942737.0,11942737.0
HIP,CG,BJ,100,None,0,nla-gpu2.ianm.kit.edu,1,2,None,905cf5e0136527181bea6a3c4a1eccdd,18.6586,22.160939,1504.0,15.0,868985.0,868985.0,13222149.0,13222149.0
HIP,CG,BJ,100,None,0,nla-gpu2.ianm.kit.edu,1,16,None,621be2b9c7eec07b2bf66cf047021e49,19.559901,21.940639,1365.0,15.0,869222.0,869222.0,12904698.0,12904698.0
HIP,CG,BJ,100,None,0,nla-gpu2.ianm.kit.edu,1,1,None,39da5981b51b913f9bf36be6212177fa,18.421687,20.544486,1649.0,15.0,887016.0,887016.0,11429447.0,11429447.0
HIP,CG,BJ,100,None,0,nla-gpu2.ianm.kit.edu,1,4,None,01d102a8e0c20e061a79b17b8304c560,18.475332,21.643566,1425.0,15.0,870118.0,870118.0,12702981.0,12702981.0
HIP,CG,BJ,100,None,0,nla-gpu2.ianm.kit.edu,1,8,None,25a50b83d889d9ebc656a66c417b0e41,19.58384,22.022065,1380.0,15.0,877289.0,877289.0,13123752.0,13123752.0
HIP,IR,NoPrecond,100,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,ba6d4944ef827d628ae6d3b9b093210d,18.749536,21.228343,10.0,15.0,880148.0,880148.0,12071877.0,12071877.0
HIP,IR,NoPrecond,100,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,fcc223fb73b981e3902504c0f89c3042,18.770315,20.972226,6.0,15.0,878478.0,878478.0,11934215.0,11934215.0
HIP,IR,NoPrecond,100,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,16208bc0097450c305dde0c25bf7a6a2,19.135105,21.922636,12.0,15.0,892089.0,892089.0,12457760.0,12457760.0
HIP,IR,NoPrecond,100,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,2ab00f9f8ac822b6dd7610fb8866c0d1,18.759592,20.686356,4.0,15.0,878401.0,878401.0,11726473.0,11726473.0
HIP,BiCGStab,BJ,100,None,0,nla-gpu2.ianm.kit.edu,1,None,None,18c294fe099018f5cda03915e6876246,19.333651,22.118455,1116.0,15.0,871529.0,871529.0,12609641.0,12609641.0
HIP,BiCGStab,NoPrecond,100,None,0,nla-gpu2.ianm.kit.edu,1,None,None,6465779479caed74ab1aedd954c58ab1,19.234719,21.732693,1273.0,15.0,873663.0,873663.0,12268687.0,12268687.0
HIP,CG,ILU,100,None,0,nla-gpu2.ianm.kit.edu,1,None,None,421bfb17782905a62d7b52d754a82937,19.244782,22.049759,528.0,15.0,878580.0,878580.0,12172922.0,12172922.0
HIP,CG,NoPrecond,100,None,0,nla-gpu2.ianm.kit.edu,1,None,None,1b4dc0d2029b57e061bd3d923d26ccfe,18.509171,21.223304,1615.0,15.0,902634.0,902634.0,12063230.0,12063230.0
HIP,BiCGStab,ILU,100,None,0,nla-gpu2.ianm.kit.edu,1,None,None,2330d48689b7e7891b000c617bfe1f2e,20.038045,24.007016,386.0,15.0,877126.0,877126.0,13062462.0,13062462.0
HIP,CG,BJ,90,None,0,nla-gpu2.ianm.kit.edu,1,2,None,cba52ce6aa8e236269a441e5d35c6aa5,14.668158,16.282453,1365.0,15.0,625994.0,625994.0,9426099.0,9426099.0
HIP,CG,BJ,90,None,0,nla-gpu2.ianm.kit.edu,1,16,None,711c54394212929585e2765a27fadfe4,14.178199,16.269978,1239.0,15.0,629933.0,629933.0,9358716.0,9358716.0
HIP,CG,BJ,90,None,0,nla-gpu2.ianm.kit.edu,1,1,None,281e3a9a6c50d2cc1c87951823b9aa49,14.081746,15.161375,1495.0,15.0,630327.0,630327.0,8306335.0,8306335.0
HIP,CG,BJ,90,None,0,nla-gpu2.ianm.kit.edu,1,4,None,075f4328a3a7a6724f5b671def0f24b5,13.97691,16.198095,1271.0,15.0,638789.0,638789.0,9369692.0,9369692.0
HIP,CG,BJ,90,None,0,nla-gpu2.ianm.kit.edu,1,8,None,946b1bfbadd39cb3145f3f1947feba83,13.965881,16.80284,1245.0,15.0,627022.0,627022.0,9862426.0,9862426.0
HIP,IR,NoPrecond,90,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,7d4470ac07a71e6889c226452656dd8b,14.180713,15.740939,10.0,15.0,626464.0,626464.0,8859978.0,8859978.0
HIP,IR,NoPrecond,90,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,a15e94c589220be1898a933b451ca572,14.169252,16.108156,8.0,15.0,628786.0,628786.0,9014384.0,9014384.0
HIP,IR,NoPrecond,90,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,7cc96c734e56c63b275f7f8e5d73b18a,13.928533,15.391891,14.0,15.0,623000.0,623000.0,8554118.0,8554118.0
HIP,IR,NoPrecond,90,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,ed38d485440e7e7ba2cfb46d9c18461e,13.994478,16.108497,6.0,15.0,627738.0,627738.0,8980316.0,8980316.0
HIP,BiCGStab,BJ,90,None,0,nla-gpu2.ianm.kit.edu,1,None,None,6357bb681632569f7cb1f307decaf5a0,14.545368,16.804227,994.0,15.0,624765.0,624765.0,9675550.0,9675550.0
HIP,BiCGStab,NoPrecond,90,None,0,nla-gpu2.ianm.kit.edu,1,None,None,2476d0aacb32b83da85083125de7e555,14.207332,16.886557,1338.0,15.0,625597.0,625597.0,9718612.0,9718612.0
HIP,CG,ILU,90,None,0,nla-gpu2.ianm.kit.edu,1,None,None,3c36c27b6671cd4bce4f98216e1b95a8,14.553528,17.326596,478.0,15.0,629389.0,629389.0,9729489.0,9729489.0
HIP,CG,NoPrecond,90,None,0,nla-gpu2.ianm.kit.edu,1,None,None,cb4a1469b39860a974d843f69598638a,14.15388,15.193916,1518.0,15.0,630866.0,630866.0,8331671.0,8331671.0
HIP,BiCGStab,ILU,90,None,0,nla-gpu2.ianm.kit.edu,1,None,None,b8ed8bfdef3be9c28157e018cea70871,15.386367,18.708545,363.0,15.0,631360.0,631360.0,10549949.0,10549949.0
HIP,CG,BJ,80,None,0,nla-gpu2.ianm.kit.edu,1,2,None,51bdc24580280b89c26637aab03f8bbb,10.007115,11.129792,1187.0,15.0,436795.0,436795.0,6474882.0,6474882.0
HIP,CG,BJ,80,None,0,nla-gpu2.ianm.kit.edu,1,16,None,18763fe1496be6bb456667e253184290,10.15602,11.218023,1078.0,15.0,437143.0,437143.0,6541156.0,6541156.0
HIP,CG,BJ,80,None,0,nla-gpu2.ianm.kit.edu,1,1,None,ce444c9b4f6a24e9ae984c06117c9343,9.320637,10.739038,1300.0,15.0,436860.0,436860.0,6108936.0,6108936.0
HIP,CG,BJ,80,None,0,nla-gpu2.ianm.kit.edu,1,4,None,53df4580b4f7b44f2c621a95cea99a49,9.810969,11.259198,1124.0,15.0,435813.0,435813.0,6569867.0,6569867.0
HIP,CG,BJ,80,None,0,nla-gpu2.ianm.kit.edu,1,8,None,50591a88ff09d439c2375353d92a364b,9.724441,11.188289,1093.0,15.0,441766.0,441766.0,6520493.0,6520493.0
HIP,IR,NoPrecond,80,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,03833eac10b99bd0fb06d74412f0ab4b,9.32165,11.106312,11.0,15.0,434246.0,434246.0,6385142.0,6385142.0
HIP,IR,NoPrecond,80,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,0ee3ada43f750dd02bcf0e1dff1818f6,9.278931,10.902093,8.0,15.0,439156.0,439156.0,6089872.0,6089872.0
HIP,IR,NoPrecond,80,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,1912e7177e52316b490532dceed8fbc2,9.730762,10.583964,14.0,15.0,443301.0,443301.0,5833656.0,5833656.0
HIP,IR,NoPrecond,80,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,9867bf3639fee543d39a6a5eac97cc12,9.861198,11.000414,6.0,15.0,439187.0,439187.0,6297897.0,6297897.0
HIP,BiCGStab,BJ,80,None,0,nla-gpu2.ianm.kit.edu,1,None,None,48bf03dcda17cae57a3b7b7cba8da778,10.479248,12.207194,805.0,15.0,435304.0,435304.0,7240175.0,7240175.0
HIP,BiCGStab,NoPrecond,80,None,0,nla-gpu2.ianm.kit.edu,1,None,None,eb0f35f4a5139eaf8947cc9e4e0bf291,9.827248,11.334047,960.0,15.0,439657.0,439657.0,6336044.0,6336044.0
HIP,CG,ILU,80,None,0,nla-gpu2.ianm.kit.edu,1,None,None,dd129233c5ca91eda752f033cb6320ba,10.18203,11.679241,419.0,15.0,440825.0,440825.0,6541706.0,6541706.0
HIP,CG,NoPrecond,80,None,0,nla-gpu2.ianm.kit.edu,1,None,None,0df45305eee5f8eec77722a182e29494,9.663041,10.84539,1322.0,15.0,440210.0,440210.0,6168218.0,6168218.0
HIP,BiCGStab,ILU,80,None,0,nla-gpu2.ianm.kit.edu,1,None,None,bd37cb05bef2612d4c27d0f4f2e49d22,10.623557,12.359782,309.0,15.0,438235.0,438235.0,6731778.0,6731778.0
HIP,CG,BJ,5,None,0,nla-gpu2.ianm.kit.edu,1,2,None,e807c74e4bc4d2b0d53a7952e6bcc00f,0.63873,0.639957,68.0,15.0,185.0,185.0,497622.0,497622.0
HIP,CG,BJ,5,None,0,nla-gpu2.ianm.kit.edu,1,16,None,7db66b366b91333eb68efcbde65fbdb1,0.633772,0.638026,53.0,15.0,163.0,163.0,495473.0,495473.0
HIP,CG,BJ,5,None,0,nla-gpu2.ianm.kit.edu,1,1,None,be5fbd141f84f89d724d51cae76b6a73,0.616331,0.618202,69.0,15.0,164.0,164.0,475472.0,475472.0
HIP,CG,BJ,5,None,0,nla-gpu2.ianm.kit.edu,1,4,None,24386a0f13605847b440b5365b8905ff,0.635021,0.640056,67.0,15.0,176.0,176.0,496004.0,496004.0
HIP,CG,BJ,5,None,0,nla-gpu2.ianm.kit.edu,1,8,None,125a6ea59a526f51404b30d0f4dad1ec,0.633926,0.639823,63.0,15.0,161.0,161.0,496641.0,496641.0
HIP,IR,NoPrecond,5,None,0,nla-gpu2.ianm.kit.edu,1,None,0.05,509651c439ecc60a5aaa1c3d4c2773d4,0.586853,0.597587,10.0,15.0,161.0,161.0,451988.0,451988.0
HIP,IR,NoPrecond,5,None,0,nla-gpu2.ianm.kit.edu,1,None,0.01,9f9ddf63da5cb9c2f00306db227d499a,0.586976,0.601635,6.0,15.0,162.0,162.0,452984.0,452984.0
HIP,IR,NoPrecond,5,None,0,nla-gpu2.ianm.kit.edu,1,None,0.1,f0e13dd7623897c89ed27374e323a132,0.591281,0.609285,11.0,15.0,165.0,165.0,452539.0,452539.0
HIP,IR,NoPrecond,5,None,0,nla-gpu2.ianm.kit.edu,1,None,0.001,79206fd4f7e8d7c67149cca24737136a,0.581771,0.596691,4.0,15.0,163.0,163.0,449528.0,449528.0
HIP,BiCGStab,BJ,5,None,0,nla-gpu2.ianm.kit.edu,1,None,None,1df264b0f676cb3120853a91b67302ea,0.640659,0.642496,39.0,15.0,173.0,173.0,498647.0,498647.0
