executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,processes,mpiRank,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
MPI,CG,DIC,90,2,40,uc2n527.localdomain,1,40,5e655b595cbd42d9ac1c5d0950fe6846,3.211638,10.137181,5240.0,135.0,74141.0,626748.0,727236.0,6360278.0
MPI,BiCGStab,DIC,90,2,40,uc2n527.localdomain,1,40,6d3c1de359902484aed28719487cba38,8.609141,16.824172,3544.0,135.0,74636.0,621646.0,971598.0,10798560.0
MPI,CG,NoPrecond,90,2,40,uc2n527.localdomain,1,40,b338aa892ab78f1eff60b0ef47105158,3.112104,11.952346,12696.0,135.0,74231.0,629777.0,918159.0,8102484.0
MPI,BiCGStab,NoPrecond,75,2,40,uc2n527.localdomain,1,40,9a3bb471e035f872a06958ac8c2d2699,2.290885,9.827287,8167.0,135.0,35530.0,281872.0,594366.0,6191180.0
MPI,CG,DIC,75,2,40,uc2n527.localdomain,1,40,0a5337422cb2c70c7420f843c27cbbbb,1.938855,5.994212,4655.0,135.0,35313.0,276184.0,277367.0,2374960.0
MPI,BiCGStab,DIC,75,2,40,uc2n527.localdomain,1,40,d1f28e3b2203b25200e3302a6fe22e30,2.788398,7.505827,3077.0,135.0,35229.0,279410.0,351186.0,3942348.0
MPI,CG,NoPrecond,75,2,40,uc2n527.localdomain,1,40,c060ce4ea52f4f16f430e016d20caaac,2.38016,7.381882,10948.0,135.0,34635.0,276714.0,356529.0,3125789.0
MPI,BiCGStab,NoPrecond,40,2,40,uc2n527.localdomain,1,40,fba330523d073c3628a81c3420cc7e31,2.040206,2.17916,4301.0,135.0,7673.0,35325.0,76556.0,566479.0
MPI,CG,DIC,40,2,40,uc2n527.localdomain,1,40,ded72c5bd3933faf7c397791fd105096,1.881427,2.294454,2457.0,135.0,7853.0,57069.0,38512.0,240064.0
MPI,BiCGStab,DIC,40,2,40,uc2n527.localdomain,1,40,6686a88da42d4e864fcc607b4a2f94e5,2.157353,2.137442,1848.0,135.0,7627.0,36190.0,48877.0,371393.0
MPI,CG,NoPrecond,40,2,40,uc2n527.localdomain,1,40,5802f898a6161fb654b8f072af9535ba,3.089106,3.680639,5632.0,135.0,8272.0,36182.0,55675.0,399441.0
MPI,BiCGStab,NoPrecond,25,2,40,uc2n527.localdomain,1,40,e58dcc75fd2fe9873f00d95627b367e1,1.885146,1.845331,2820.0,135.0,6297.0,19751.0,41789.0,216397.0
MPI,CG,DIC,25,2,40,uc2n527.localdomain,1,40,6757d5eb5df509de1171f67a7a994347,1.440178,1.54367,1741.0,135.0,6062.0,20461.0,22631.0,90317.0
MPI,BiCGStab,DIC,25,2,40,uc2n527.localdomain,1,40,852174cec71a316c6e69b85d18db9225,2.261158,1.595096,1172.0,135.0,6088.0,19648.0,26384.0,111667.0
MPI,CG,NoPrecond,25,2,40,uc2n527.localdomain,1,40,19e407956d8577b2655a90efed73a46e,1.754884,1.960681,3531.0,135.0,6046.0,19171.0,30708.0,141840.0
MPI,BiCGStab,NoPrecond,65,2,40,uc2n527.localdomain,1,40,ddabc25c13d0bb9f3371aa3b95051c9c,2.505341,5.614526,7027.0,135.0,19642.0,142515.0,353650.0,2908046.0
MPI,CG,DIC,65,2,40,uc2n527.localdomain,1,40,e3706ae4d559a79fd4b586e64a5aefaa,6.275834,3.694192,3771.0,135.0,19016.0,142570.0,170207.0,1189022.0
MPI,BiCGStab,DIC,65,2,40,uc2n527.localdomain,1,40,62617ec7d19fb6d1f619d4d5773c1375,1.860088,3.799594,2498.0,135.0,19830.0,142962.0,216901.0,1675190.0
MPI,CG,NoPrecond,65,2,40,uc2n527.localdomain,1,40,354591413b28332aff1ee464dcc9cd93,2.121266,4.253203,9244.0,135.0,19550.0,142815.0,243639.0,1763440.0
MPI,BiCGStab,NoPrecond,95,2,40,uc2n527.localdomain,1,40,b846f0f7f45b2ade3df61763395802c7,6.527731,34.623695,10979.0,135.0,90754.0,772717.0,3008676.0,27709048.0
MPI,CG,DIC,95,2,40,uc2n527.localdomain,1,40,7fe89bd3501ca8649a39eb2c240dd9ba,3.134634,13.980582,5919.0,135.0,90921.0,770668.0,1066890.0,9321727.0
MPI,BiCGStab,DIC,95,2,40,uc2n527.localdomain,1,40,131efe6b18a9eb58f5d67dc41fadb882,5.656023,20.777982,4018.0,135.0,120526.0,799038.0,1796506.0,15568184.0
MPI,CG,NoPrecond,95,2,40,uc2n527.localdomain,1,40,1a664afbfe25e7b32f5222f8430ef97e,3.751249,16.181358,13923.0,135.0,91450.0,804046.0,1316304.0,11619565.0
MPI,BiCGStab,NoPrecond,30,2,40,uc2n527.localdomain,1,40,e0442d72ecf93fbd0fe7438ce027142b,1.92384,1.979274,3247.0,135.0,6241.0,22356.0,46658.0,270704.0
MPI,CG,DIC,30,2,40,uc2n527.localdomain,1,40,58f96f9177328c0e90becf8b3128d0d9,2.493992,2.593797,1904.0,135.0,7803.0,24729.0,60392.0,149799.0
MPI,BiCGStab,DIC,30,2,40,uc2n527.localdomain,1,40,b6d41d0c66f47c779241d35e26480339,2.847505,2.800692,1375.0,135.0,5820.0,22053.0,30249.0,150649.0
MPI,CG,NoPrecond,30,2,40,uc2n527.localdomain,1,40,44f7d19af2342e0ee4261f8dffc0e262,2.001149,2.434128,4096.0,135.0,6121.0,22671.0,36422.0,181242.0
MPI,BiCGStab,NoPrecond,70,2,40,uc2n527.localdomain,1,40,25fcc32c11b472ee75552834e3aa37f0,2.290933,7.34642,7624.0,135.0,25767.0,200617.0,392126.0,4154275.0
MPI,CG,DIC,70,2,40,uc2n527.localdomain,1,40,34b58fa6d3d3b5473c09a23d3de29b8f,2.091834,3.778602,4105.0,135.0,26051.0,228551.0,189249.0,1591324.0
MPI,BiCGStab,DIC,70,2,40,uc2n527.localdomain,1,40,bda7ef66ce2616ca50f1e7890654a813,2.745107,5.550792,2847.0,135.0,26406.0,198956.0,302643.0,2553525.0
MPI,CG,NoPrecond,70,2,40,uc2n527.localdomain,1,40,d2e3f35615bc9184aec9a9bd057605c8,3.699355,5.720396,10137.0,135.0,53576.0,228729.0,272602.0,2301381.0
MPI,BiCGStab,NoPrecond,100,2,40,uc2n527.localdomain,1,40,bd2c27c3742b52a77072fb6aa0fb72f0,6.350734,43.195959,11497.0,135.0,110120.0,963550.0,4174652.0,35544364.0
MPI,CG,DIC,100,2,40,uc2n527.localdomain,1,40,b059a6e9d31a2a7c0566e10a88c74852,3.873473,16.881576,5905.0,135.0,110315.0,953253.0,1352613.0,11909964.0
MPI,BiCGStab,DIC,100,2,40,uc2n527.localdomain,1,40,8152ce958c21c2ef5a2563987f339f4c,4.745159,26.792826,4311.0,135.0,110722.0,938575.0,2231670.0,20811662.0
MPI,CG,NoPrecond,100,2,40,uc2n527.localdomain,1,40,9ef28738e770b653d752b2500f46c6b2,3.733775,21.532859,14750.0,135.0,110088.0,955818.0,1762264.0,15426392.0
MPI,BiCGStab,NoPrecond,80,2,40,uc2n527.localdomain,1,40,9e074f4040837136082e3f47b122d4b9,2.812063,13.743545,9081.0,135.0,45600.0,375509.0,1114694.0,9783270.0
MPI,CG,DIC,80,2,40,uc2n527.localdomain,1,40,508d8e8ef39196c82793da58862e1b2e,2.404647,6.258958,4746.0,135.0,62956.0,388680.0,349745.0,3158285.0
MPI,BiCGStab,DIC,80,2,40,uc2n527.localdomain,1,40,59757451faa75c35d213bbd75acf3226,2.549875,9.074618,3489.0,135.0,46104.0,371529.0,712666.0,6078611.0
MPI,CG,NoPrecond,80,2,40,uc2n527.localdomain,1,40,975e77b84584e35a8773d76d6db08c17,2.186901,7.529462,11854.0,135.0,77102.0,405482.0,478869.0,4280944.0
MPI,BiCGStab,NoPrecond,85,2,40,uc2n527.localdomain,1,40,4ceece208a871236c4910712f31ce2be,3.022759,17.027192,8425.0,135.0,59179.0,492745.0,1316141.0,12781805.0
MPI,CG,DIC,85,2,40,uc2n527.localdomain,1,40,f64e137b3141f1cf01cb6f77e6b8e8c1,2.782347,7.5679,4918.0,135.0,59156.0,503124.0,521550.0,4442014.0
MPI,BiCGStab,DIC,85,2,40,uc2n527.localdomain,1,40,5b9f5963ffff65ac098d29ba5e9ca1f6,2.698548,11.044448,3208.0,135.0,59673.0,491529.0,753999.0,7534460.0
MPI,CG,NoPrecond,85,2,40,uc2n527.localdomain,1,40,c8c5ba549f5e6f8a43c7a6aebbd929ab,2.412931,9.541224,12325.0,135.0,58778.0,487351.0,688689.0,5804597.0
MPI,BiCGStab,NoPrecond,10,2,40,uc2n527.localdomain,1,40,8f0f5afc46c59dd37eeb8b01a52c2058,3.497837,2.847479,932.0,135.0,4436.0,11301.0,20869.0,50840.0
MPI,CG,DIC,10,2,40,uc2n527.localdomain,1,40,b2d73b9ecd0c21d53d5ff7e00b204d92,1.803574,1.627745,761.0,135.0,4226.0,13913.0,9006.0,26910.0
MPI,BiCGStab,DIC,10,2,40,uc2n527.localdomain,1,40,9d0679484f5d582a9bb8be874da191a2,2.494991,1.845843,499.0,135.0,4281.0,12955.0,12807.0,33294.0
MPI,CG,NoPrecond,10,2,40,uc2n527.localdomain,1,40,4a6ea0c513a6d65c05c9e010967e923e,1.531091,1.659641,1236.0,135.0,4448.0,12627.0,14874.0,37175.0
MPI,BiCGStab,NoPrecond,50,2,40,uc2n527.localdomain,1,40,fe2134508f8509f7069116b2b9e881ef,2.290804,3.098902,5813.0,135.0,10608.0,59933.0,141675.0,1154773.0
MPI,CG,DIC,50,2,40,uc2n527.localdomain,1,40,cabcebb738a4483c92436d2f56314cbc,1.738263,3.24995,2955.0,135.0,10462.0,61638.0,92871.0,482102.0
MPI,BiCGStab,DIC,50,2,40,uc2n527.localdomain,1,40,cffcb5a4cfb0e4ee384e16f225b609c4,3.586216,3.695671,2258.0,135.0,10948.0,59938.0,84842.0,687933.0
MPI,CG,NoPrecond,50,2,40,uc2n527.localdomain,1,40,1e206367cdea14b69324c693173385b3,2.756882,4.130923,7249.0,135.0,11141.0,60514.0,92746.0,693809.0
MPI,BiCGStab,NoPrecond,55,2,40,uc2n527.localdomain,1,40,f2dd68ea8ab261ed52a71f690268c76d,2.374387,3.299181,5971.0,135.0,12633.0,79302.0,189348.0,1495624.0
MPI,CG,DIC,55,2,40,uc2n527.localdomain,1,40,97c4569ac202042e79003066f73dc969,1.572468,2.734788,3197.0,135.0,12397.0,79553.0,81308.0,638135.0
MPI,BiCGStab,DIC,55,2,40,uc2n527.localdomain,1,40,a8153ec52184f65a02512a8f504f5ef6,1.99821,2.652578,2231.0,135.0,12498.0,80149.0,110163.0,896113.0
MPI,CG,NoPrecond,55,2,40,uc2n527.localdomain,1,40,ba59c30f7116aa6811342d98a2e3adbd,3.133226,3.404137,7826.0,135.0,12727.0,79924.0,118517.0,941123.0
MPI,BiCGStab,NoPrecond,35,2,40,uc2n527.localdomain,1,40,66e1ee43e034dcabfa1dfd45d5704f71,1.964382,2.146956,3821.0,135.0,7008.0,28030.0,59776.0,405596.0
MPI,CG,DIC,35,2,40,uc2n527.localdomain,1,40,ea6c2beb6901acc0f57c95c091fbdeb7,1.839929,2.121594,2175.0,135.0,6900.0,28407.0,31252.0,186928.0
MPI,BiCGStab,DIC,35,2,40,uc2n527.localdomain,1,40,58cb775f5031b018ef62071cba888d15,1.462995,2.502869,1480.0,135.0,6987.0,27837.0,36607.0,205168.0
MPI,CG,NoPrecond,35,2,40,uc2n527.localdomain,1,40,4b61a4bb3f1c799397ecef444cd37540,1.629043,2.281588,4793.0,135.0,7013.0,29415.0,44382.0,278552.0
MPI,BiCGStab,NoPrecond,20,2,40,uc2n527.localdomain,1,40,a418d75499c1d750f49b21ecbbb64f2e,1.439611,2.236422,2049.0,135.0,4800.0,13815.0,30164.0,116586.0
MPI,CG,DIC,20,2,40,uc2n527.localdomain,1,40,96960f7c8146410c7c7995bbf7891ca9,2.378256,2.241708,1305.0,135.0,4460.0,15031.0,14917.0,52052.0
MPI,BiCGStab,DIC,20,2,40,uc2n527.localdomain,1,40,8bc5dde474c224157d45c6edeb0141c1,1.461571,1.495939,950.0,135.0,4759.0,15005.0,20618.0,69851.0
MPI,CG,NoPrecond,20,2,40,uc2n527.localdomain,1,40,1441dd5d17ec89ca0d343f568a38289c,1.532859,2.299978,2720.0,135.0,4830.0,14179.0,24206.0,84304.0
MPI,BiCGStab,NoPrecond,60,2,40,uc2n527.localdomain,1,40,3c6a6db76516401c38bc09d1ff233610,2.149942,4.568561,6411.0,135.0,23752.0,117049.0,269035.0,2059376.0
MPI,CG,DIC,60,2,40,uc2n527.localdomain,1,40,94d8173a92c72744d51a47559eb9b9c7,1.959223,3.038134,3446.0,135.0,15590.0,104620.0,107156.0,862322.0
MPI,BiCGStab,DIC,60,2,40,uc2n527.localdomain,1,40,7b65d39fef73ecb210cba97bc50f9a88,1.779603,3.169497,2513.0,135.0,15952.0,123244.0,144245.0,1263997.0
MPI,CG,NoPrecond,60,2,40,uc2n527.localdomain,1,40,07c4564c34a77138d201d41e7c7f3a22,2.116885,3.379897,8439.0,135.0,15437.0,105176.0,158707.0,1267009.0
MPI,BiCGStab,NoPrecond,45,2,40,uc2n527.localdomain,1,40,5bbee8186dab36f42950ee8add0be3e2,1.548702,7.090395,4799.0,135.0,9019.0,47088.0,99956.0,765358.0
MPI,CG,DIC,45,2,40,uc2n527.localdomain,1,40,1930f208aeb0b3b9f7d2784b6ecccab4,1.542664,2.438751,2815.0,135.0,8947.0,45087.0,50497.0,359206.0
MPI,BiCGStab,DIC,45,2,40,uc2n527.localdomain,1,40,6ac5bdb01a351b7c895fb24b000cc13b,1.671579,2.119924,1967.0,135.0,9110.0,44507.0,65604.0,489728.0
MPI,CG,NoPrecond,45,2,40,uc2n527.localdomain,1,40,997c34949ad0b45ab7c732eeef029b8c,1.521179,2.135154,6345.0,135.0,9240.0,45578.0,70163.0,483873.0
