executor_p,solver_p,preconditioner_p,resolution,omp_threads,mpi_ranks,node,innerReductionFactor,processes,maxBlockSize,log_id,setup_time,run_time,number_iterations_p,number_iterations_U,init_linear_solve_p,linear_solve_p,init_linear_solve_U,linear_solve_U
#{'node_data': {'host': 'nla-gpu1.ianm.kit.edu\n', 'top': ['top - 05:40:47 up 73 days, 18:19,  1 user,  load average: 0.13, 1.40, 1.22', 'Tasks: 980 total,   2 running, 978 sleeping,   0 stopped,   0 zombie', '%Cpu(s):  0.1 us,  0.2 sy,  0.0 ni, 99.7 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st', 'MiB Mem : 515589.7 total, 408387.8 free,   5520.9 used, 101681.0 buff/cache', 'MiB Swap:   4096.0 total,   4083.0 free,     13.0 used. 506942.1 avail Mem ', '', '    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND', '2291149 greole    20   0   66396   5832   4176 R   5.9   0.0   0:00.04 top', '      1 root      20   0  249812  14532   9040 S   0.0   0.0   0:36.29 systemd', '      2 root      20   0       0      0      0 S   0.0   0.0   0:03.42 kthreadd', '      3 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_gp', '      4 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 rcu_par_gp', '      9 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mm_percpu_wq', '     10 root      20   0       0      0      0 S   0.0   0.0   0:00.99 ksoftirqd/0', '     11 root      20   0       0      0      0 I   0.0   0.0   7:26.78 rcu_sched'], 'uptime': ' 05:40:47 up 73 days, 18:19,  1 user,  load average: 0.13, 1.40, 1.22\n', 'libOGL.so': 'c9ed229bc500e7ff7ba879936f2a6c6b  /home/greole/OpenFOAM/greole-8/platforms/linux64GccDPInt32Opt/lib/libOGL.so\n'}, 'OBR_REPORT_VERSION': '0.3.0', 'OBR_VERSION': '0.2.1'}
HIP,CG,BJ,85,None,0,nla-gpu1.ianm.kit.edu,None,1,2,e41c761e590ae46bac8103935002c49b,12.691288,24.343313,10775.0,135.0,527341.0,4477491.0,8389021.0,12340607.0
HIP,CG,BJ,85,None,0,nla-gpu1.ianm.kit.edu,None,1,16,3dc34ada9e175e31985925f71d1fe731,12.428752,25.096016,10301.0,135.0,524068.0,4536269.0,7997486.0,12714866.0
HIP,CG,BJ,85,None,0,nla-gpu1.ianm.kit.edu,None,1,1,815f866d27749ecf1df808e8dfcbdb4c,12.558036,24.321666,12322.0,135.0,536310.0,4477717.0,7771832.0,12189389.0
HIP,CG,BJ,85,None,0,nla-gpu1.ianm.kit.edu,None,1,4,730a22ba9eb985a8ecca1beee5859ea3,12.434126,24.145732,10416.0,135.0,525037.0,4450221.0,7938797.0,12056466.0
HIP,CG,BJ,85,None,0,nla-gpu1.ianm.kit.edu,None,1,8,d2b23da3911fdc771b59a0d179179492,12.565316,24.359345,10322.0,135.0,522538.0,4466020.0,7939806.0,12224957.0
HIP,IR,NoPrecond,85,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,67419ba51d8389f150ecda00ba0a23e4,12.239775,25.203456,86.0,135.0,527898.0,4492648.0,7664485.0,12833335.0
HIP,IR,NoPrecond,85,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,46af764e45d5491341d24d8ce3b3fccb,12.209072,24.801599,57.0,135.0,534217.0,4484416.0,7598945.0,12578393.0
HIP,IR,NoPrecond,85,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,edb251c9cf04068874cec5de20b524a8,12.505079,25.246822,110.0,135.0,528729.0,4465593.0,7712712.0,13004224.0
HIP,IR,NoPrecond,85,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,e7812df7fb0db005c5b19a075390dccb,12.576132,24.511413,39.0,135.0,529196.0,4448509.0,7752130.0,12382725.0
HIP,BiCGStab,BJ,85,None,0,nla-gpu1.ianm.kit.edu,None,1,None,6bda9e6e2144adaefc7a61c1dda2c605,13.419858,27.168693,7673.0,135.0,523886.0,4475853.0,8444774.0,15053022.0
HIP,BiCGStab,NoPrecond,85,None,0,nla-gpu1.ianm.kit.edu,None,1,None,d45cb0d7686db6ebeaad54692616053a,12.721212,26.453817,9546.0,135.0,527734.0,4452869.0,7782351.0,14133802.0
HIP,CG,ILU,85,None,0,nla-gpu1.ianm.kit.edu,None,1,None,e3ccd16373958d50fe03a2f5dcf375f7,12.824639,29.990142,3976.0,135.0,524058.0,4456054.0,8630167.0,17409709.0
HIP,CG,NoPrecond,85,None,0,nla-gpu1.ianm.kit.edu,None,1,None,ad9ed7a77f26e4d06268cd9e4c39ee45,12.017684,24.326022,12487.0,135.0,530139.0,4484610.0,7800809.0,12141772.0
HIP,BiCGStab,ILU,85,None,0,nla-gpu1.ianm.kit.edu,None,1,None,fbd201523a05018d3bebd01d777a2fd3,13.247179,34.265147,2750.0,135.0,530502.0,4465669.0,8727212.0,20931974.0
HIP,CG,BJ,95,None,0,nla-gpu1.ianm.kit.edu,None,1,2,2e0dd17e19a7f2dccc5733ed0f9f4d2c,17.447127,34.062925,12349.0,135.0,741218.0,6320331.0,11314382.0,17068647.0
HIP,CG,BJ,95,None,0,nla-gpu1.ianm.kit.edu,None,1,16,1180810856809ada670203f8ed44fc65,17.694041,35.217424,12031.0,135.0,743537.0,6285484.0,11415902.0,18227090.0
HIP,CG,BJ,95,None,0,nla-gpu1.ianm.kit.edu,None,1,1,aa52b05b310292481ea53f2001933c29,16.799653,33.713733,14063.0,135.0,747957.0,6340172.0,10730140.0,16785688.0
HIP,CG,BJ,95,None,0,nla-gpu1.ianm.kit.edu,None,1,4,d5a07d5e930487efb4f1b1ae082df888,17.54222,34.365983,11998.0,135.0,740808.0,6355106.0,11379058.0,17397374.0
HIP,CG,BJ,95,None,0,nla-gpu1.ianm.kit.edu,None,1,8,bfda662a73c98e883447ff63b8a9f2a6,17.54598,34.564064,12030.0,135.0,745043.0,6332667.0,11305466.0,17551553.0
HIP,IR,NoPrecond,95,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,1d33f5e54439a064998785b5d0c82f8a,16.756973,35.616792,90.0,135.0,744577.0,6282507.0,11002412.0,18561234.0
HIP,IR,NoPrecond,95,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,ada11b0fb866762b8de50a132dd85f5b,16.7907,34.70752,55.0,135.0,745586.0,6295165.0,10864136.0,17735374.0
HIP,IR,NoPrecond,95,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,275c150f27f7868eba25139b3fff2d16,17.169171,35.643967,109.0,135.0,746863.0,6294832.0,10990296.0,18574802.0
HIP,IR,NoPrecond,95,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,9e695b06cc524586b351735d65189974,17.10489,33.997124,37.0,135.0,757137.0,6321125.0,10564768.0,16955878.0
HIP,BiCGStab,BJ,95,None,0,nla-gpu1.ianm.kit.edu,None,1,None,93c33f0188eab8a4fd9a7d64f3070952,18.307733,38.740974,9047.0,135.0,747248.0,6313131.0,11722492.0,21438405.0
HIP,BiCGStab,NoPrecond,95,None,0,nla-gpu1.ianm.kit.edu,None,1,None,7634f4b1bedc39bc1028b0842b02ccd2,17.117679,36.684394,10852.0,135.0,745822.0,6264681.0,11183246.0,19593269.0
HIP,CG,ILU,95,None,0,nla-gpu1.ianm.kit.edu,None,1,None,56153d501ac7cf4187de1bb0486923a0,18.096118,42.245811,4508.0,135.0,745006.0,6277162.0,11775449.0,24626084.0
HIP,CG,NoPrecond,95,None,0,nla-gpu1.ianm.kit.edu,None,1,None,83fa3889ffd341c04875607faf5d6d4e,16.868105,33.549016,14245.0,135.0,753555.0,6310491.0,10647162.0,16676130.0
HIP,BiCGStab,ILU,95,None,0,nla-gpu1.ianm.kit.edu,None,1,None,cc19044ff91d138f88ef6c3f31382b15,18.519234,50.529348,3423.0,135.0,749554.0,6296160.0,12605691.0,32249171.0
HIP,CG,BJ,100,None,0,nla-gpu1.ianm.kit.edu,None,1,2,e476185ea6868079dfb18b909607b851,19.888207,39.169085,13220.0,135.0,881071.0,7455893.0,13222939.0,19747871.0
HIP,CG,BJ,100,None,0,nla-gpu1.ianm.kit.edu,None,1,16,70a536fae35a2296d98ee909f34ac29d,20.091577,39.941858,12032.0,135.0,871739.0,7434811.0,13036458.0,20387943.0
HIP,CG,BJ,100,None,0,nla-gpu1.ianm.kit.edu,None,1,1,381a679bcfd2a75ed28b04b52bdb1db8,19.22028,38.885334,14481.0,135.0,878875.0,7425888.0,12635405.0,19501394.0
HIP,CG,BJ,100,None,0,nla-gpu1.ianm.kit.edu,None,1,4,65f6910a1517530fce4de5a44e38587e,19.896882,39.049975,12533.0,135.0,884988.0,7400668.0,13303980.0,19696276.0
HIP,CG,BJ,100,None,0,nla-gpu1.ianm.kit.edu,None,1,8,2b64f7806095d3de0f00cf7e47e228dd,19.808174,39.344331,12151.0,135.0,876404.0,7402293.0,13338490.0,20052327.0
HIP,IR,NoPrecond,100,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,1e564fc16df1130da4d24068cfb0454c,19.047158,39.633112,79.0,135.0,872747.0,7397652.0,12509579.0,20246269.0
HIP,IR,NoPrecond,100,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,920934f314a1d6bd8209da90d34c2320,19.198414,40.320752,54.0,135.0,874611.0,7440283.0,12579358.0,20701304.0
HIP,IR,NoPrecond,100,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,3daa4a38fbd2d6e9e0278367021f7c2e,19.412781,40.618221,105.0,135.0,874691.0,7420108.0,12806928.0,21061312.0
HIP,IR,NoPrecond,100,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,6d327646e83683d0f1cdb18030df3ce2,19.785982,39.803284,36.0,135.0,871227.0,7424371.0,12842126.0,20211060.0
HIP,BiCGStab,BJ,100,None,0,nla-gpu1.ianm.kit.edu,None,1,None,97fd664f5ca6055718428514cceb4295,20.58103,44.003844,9165.0,135.0,878522.0,7457731.0,13676260.0,24144548.0
HIP,BiCGStab,NoPrecond,100,None,0,nla-gpu1.ianm.kit.edu,None,1,None,f528c9ef896593630b087efcb6416b39,19.458187,41.762326,10873.0,135.0,875840.0,7444681.0,12826327.0,22046312.0
HIP,CG,ILU,100,None,0,nla-gpu1.ianm.kit.edu,None,1,None,d959ddc542168f5c56b761d696897133,20.282989,48.785081,4654.0,135.0,878699.0,7377247.0,13628185.0,28468907.0
HIP,CG,NoPrecond,100,None,0,nla-gpu1.ianm.kit.edu,None,1,None,7cabd5346c0c406d8394f096b24006cd,19.543298,38.648981,14598.0,135.0,876564.0,7381699.0,12529460.0,19317757.0
HIP,BiCGStab,ILU,100,None,0,nla-gpu1.ianm.kit.edu,None,1,None,8f129ee3227643144bbdfa886c5d3c5b,21.429985,57.71496,3446.0,135.0,876539.0,7372966.0,14766869.0,36666661.0
HIP,CG,BJ,90,None,0,nla-gpu1.ianm.kit.edu,None,1,2,20aa89bee6dfe45f1b223be1f152a4e5,14.95874,29.063751,12051.0,135.0,635609.0,5290899.0,9784995.0,14830433.0
HIP,CG,BJ,90,None,0,nla-gpu1.ianm.kit.edu,None,1,16,57ae0271aadcac445a412b7194bc4a9e,15.046318,29.9764,11043.0,135.0,630630.0,5242955.0,9912468.0,15694348.0
HIP,CG,BJ,90,None,0,nla-gpu1.ianm.kit.edu,None,1,1,875712e77e5ad3c7b2c898bacefd1412,14.563908,28.860283,13195.0,135.0,634493.0,5322306.0,9211702.0,14448791.0
HIP,CG,BJ,90,None,0,nla-gpu1.ianm.kit.edu,None,1,4,b9d45ac894b53613b1c5ee87c289774f,14.724752,29.309499,11264.0,135.0,632236.0,5338140.0,10071450.0,14903862.0
HIP,CG,BJ,90,None,0,nla-gpu1.ianm.kit.edu,None,1,8,a008ec215d1622e7053ea6a986116527,14.898793,29.536461,11092.0,135.0,632593.0,5329164.0,9867080.0,15092518.0
HIP,IR,NoPrecond,90,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,1802c2e7672533141d2bf67892eeb5f9,14.58189,30.074785,90.0,135.0,628672.0,5279486.0,9322025.0,15706025.0
HIP,IR,NoPrecond,90,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,97b800f956ec19d05c4f566116825f2d,14.65961,30.09276,57.0,135.0,630324.0,5331758.0,9752830.0,15622861.0
HIP,IR,NoPrecond,90,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,57b1bf168dd355464dc853f4c2d5c1e4,14.543,30.169985,111.0,135.0,629802.0,5287512.0,9378649.0,15719243.0
HIP,IR,NoPrecond,90,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,8271aabb39311300aa277c2adf1a7e72,14.653873,29.317317,39.0,135.0,633230.0,5312276.0,9318009.0,14862922.0
HIP,BiCGStab,BJ,90,None,0,nla-gpu1.ianm.kit.edu,None,1,None,aae597c137a8b1930879923949e94064,15.41253,32.745814,8132.0,135.0,628051.0,5261312.0,10138266.0,18025164.0
HIP,BiCGStab,NoPrecond,90,None,0,nla-gpu1.ianm.kit.edu,None,1,None,3875e498b875cddb5743d94f4bab5560,14.980413,32.00495,10498.0,135.0,636120.0,5330337.0,9638825.0,17221009.0
HIP,CG,ILU,90,None,0,nla-gpu1.ianm.kit.edu,None,1,None,269a089740471e9ad75ef932b01a4e29,15.367838,35.546338,4244.0,135.0,628014.0,5286151.0,9865740.0,20489636.0
HIP,CG,NoPrecond,90,None,0,nla-gpu1.ianm.kit.edu,None,1,None,9cfdc2ad835840f7369978630b5e8ba0,14.690083,28.528953,13371.0,135.0,630766.0,5314180.0,9029050.0,14159490.0
HIP,BiCGStab,ILU,90,None,0,nla-gpu1.ianm.kit.edu,None,1,None,177d3b616d507a578d0e0ce237624228,16.019413,40.066636,2875.0,135.0,634744.0,5331913.0,10334482.0,24713355.0
HIP,CG,BJ,80,None,0,nla-gpu1.ianm.kit.edu,None,1,2,ebd0e373219873bd7750e6be42f5ad83,10.32494,20.001256,10439.0,135.0,439884.0,3665647.0,6814437.0,10295888.0
HIP,CG,BJ,80,None,0,nla-gpu1.ianm.kit.edu,None,1,16,a3fd59774d4a4f6cd09c0408c7c5515e,10.220536,20.338339,9462.0,135.0,439178.0,3671727.0,6804714.0,10644597.0
HIP,CG,BJ,80,None,0,nla-gpu1.ianm.kit.edu,None,1,1,67f286ee4f51676080ca034782c2011b,10.033879,19.755472,11429.0,135.0,435659.0,3638264.0,6404816.0,10108049.0
HIP,CG,BJ,80,None,0,nla-gpu1.ianm.kit.edu,None,1,4,34e53f16e13f4ff5d63c59c69f45f6c3,10.133509,19.880416,9889.0,135.0,441349.0,3713330.0,6628911.0,10044798.0
HIP,CG,BJ,80,None,0,nla-gpu1.ianm.kit.edu,None,1,8,8a87546a5183c051038f0f12880d3a35,10.368176,20.421649,9607.0,135.0,438145.0,3731386.0,6931719.0,10617740.0
HIP,IR,NoPrecond,80,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,80ec8e9f281f90564e267546a527107f,10.053829,20.742332,84.0,135.0,441586.0,3688858.0,6636250.0,10879225.0
HIP,IR,NoPrecond,80,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,c1891b6cd05dba1f1b869542ccedc5bd,10.009369,20.867541,57.0,135.0,439468.0,3680033.0,6569803.0,10857361.0
HIP,IR,NoPrecond,80,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,212f51c2012e52869ace674000d788b4,10.160958,20.626124,105.0,135.0,437952.0,3650286.0,6570628.0,10927619.0
HIP,IR,NoPrecond,80,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,773eba0bef489b2f7714cefef05fb205,10.167022,20.26331,39.0,135.0,435073.0,3704554.0,6391941.0,10289784.0
HIP,BiCGStab,BJ,80,None,0,nla-gpu1.ianm.kit.edu,None,1,None,2fb791c0699b47c3c37d94f454dcced8,10.746154,22.246923,7008.0,135.0,435047.0,3652105.0,7122898.0,12507206.0
HIP,BiCGStab,NoPrecond,80,None,0,nla-gpu1.ianm.kit.edu,None,1,None,911a7c3154de281d659686c9dffc7d43,10.229673,21.715152,8736.0,135.0,438947.0,3672542.0,6371562.0,11588935.0
HIP,CG,ILU,80,None,0,nla-gpu1.ianm.kit.edu,None,1,None,c693e86199af347557fe2db68f164018,10.484951,24.036722,3679.0,135.0,438490.0,3663185.0,6935849.0,14165004.0
HIP,CG,NoPrecond,80,None,0,nla-gpu1.ianm.kit.edu,None,1,None,38f871b244ac3d815d856ecc9c3a7d42,10.018748,19.904033,11532.0,135.0,444187.0,3653064.0,6562488.0,10214494.0
HIP,BiCGStab,ILU,80,None,0,nla-gpu1.ianm.kit.edu,None,1,None,46bb6e6f2e3bd353d25f9824e8b7657d,10.935129,26.16682,2259.0,135.0,435256.0,3641564.0,7391234.0,16152512.0
HIP,CG,BJ,5,None,0,nla-gpu1.ianm.kit.edu,None,1,2,3568a35e4bdeafa757b5960e6ced1988,0.67198,0.72995,386.0,135.0,166.0,1053.0,522597.0,576690.0
HIP,CG,BJ,5,None,0,nla-gpu1.ianm.kit.edu,None,1,16,9f2c0db8816f45643edffe8e0b9a493c,0.672122,0.720351,315.0,135.0,159.0,1043.0,521902.0,567679.0
HIP,CG,BJ,5,None,0,nla-gpu1.ianm.kit.edu,None,1,1,7513ef779f33d2989e02e1ac8512fcd9,0.645265,0.697995,404.0,135.0,164.0,1033.0,498800.0,546572.0
HIP,CG,BJ,5,None,0,nla-gpu1.ianm.kit.edu,None,1,4,34885339e91b6b675b35ddf1b7217e4d,0.673191,0.730908,384.0,135.0,160.0,1063.0,523748.0,577027.0
HIP,CG,BJ,5,None,0,nla-gpu1.ianm.kit.edu,None,1,8,70151ce44465cfe557f7825d525b5f0d,0.673348,0.725731,361.0,135.0,158.0,1035.0,522319.0,573400.0
HIP,IR,NoPrecond,5,None,0,nla-gpu1.ianm.kit.edu,0.05,1,None,39287141fa921b679e38c5b910d9ccf0,0.622249,0.713944,51.0,135.0,154.0,1059.0,476605.0,563454.0
HIP,IR,NoPrecond,5,None,0,nla-gpu1.ianm.kit.edu,0.01,1,None,f5911e3d1d7b6782355d6e78416e0666,0.609825,0.698645,36.0,135.0,158.0,1071.0,470758.0,547444.0
HIP,IR,NoPrecond,5,None,0,nla-gpu1.ianm.kit.edu,0.1,1,None,0ae9b98e35af40e6749ade8a6cd9ab95,0.621269,0.722214,64.0,135.0,157.0,1024.0,472924.0,570362.0
HIP,IR,NoPrecond,5,None,0,nla-gpu1.ianm.kit.edu,0.001,1,None,cae34fcf1af28ed79655f2a07812377c,0.615353,0.709151,26.0,135.0,163.0,1055.0,469720.0,553181.0
HIP,BiCGStab,BJ,5,None,0,nla-gpu1.ianm.kit.edu,None,1,None,a9e4bcf8251d6ac5377c9a9f07a9ec59,0.675392,0.730226,196.0,135.0,161.0,1067.0,524860.0,580010.0
