backend,executor,solver-p,preconditioner,number_of_iterations,resolution,processes,run_time,success
GKO,cuda,BiCGStab,none,0,8,1,1.087109,1
GKO,cuda,BiCGStab,none,0,8,1,1.09213,1
GKO,cuda,BiCGStab,none,0,8,1,1.083505,1
GKO,cuda,BiCGStab,none,0,8,1,1.096062,1
GKO,cuda,BiCGStab,none,0,8,1,1.088331,1
GKO,cuda,BiCGStab,none,0,8,1,1.086081,1
GKO,cuda,BiCGStab,none,0,8,1,1.087519,1
GKO,cuda,BiCGStab,none,0,8,1,1.091959,1
GKO,cuda,BiCGStab,none,0,8,1,1.089574,1
GKO,cuda,BiCGStab,none,0,8,1,1.097014,1
GKO,cuda,BiCGStab,none,0,8,1,1.085528,1
GKO,cuda,BiCGStab,none,0,8,1,1.099728,1
GKO,cuda,BiCGStab,none,0,8,1,1.089986,1
GKO,cuda,BiCGStab,none,0,8,1,1.148109,1
GKO,cuda,BiCGStab,none,0,8,1,1.098139,1
GKO,cuda,BiCGStab,none,0,8,1,1.091746,1
GKO,cuda,BiCGStab,none,0,8,1,1.099034,1
GKO,cuda,BiCGStab,none,0,8,1,1.093306,1
GKO,cuda,CG,none,0,16,1,1.239265,1
GKO,cuda,CG,none,0,16,1,1.234826,1
GKO,cuda,CG,none,0,16,1,1.247381,1
GKO,cuda,CG,none,0,16,1,1.228606,1
GKO,cuda,CG,none,0,16,1,1.23093,1
GKO,cuda,CG,none,0,16,1,1.232235,1
GKO,cuda,CG,none,0,16,1,1.229855,1
GKO,cuda,CG,none,0,16,1,1.226909,1
GKO,cuda,CG,none,0,16,1,1.227562,1
GKO,cuda,CG,none,0,16,1,1.239103,1
GKO,cuda,CG,none,0,16,1,1.230534,1
GKO,cuda,CG,none,0,16,1,1.232243,1
GKO,cuda,CG,none,0,16,1,1.233239,1
GKO,cuda,CG,none,0,16,1,1.226787,1
GKO,cuda,CG,none,0,16,1,1.230757,1
GKO,cuda,CG,none,0,16,1,1.224673,1
GKO,cuda,CG,none,0,16,1,1.233849,1
GKO,cuda,CG,none,0,16,1,1.236367,1
GKO,cuda,CG,none,0,16,1,1.228643,1
GKO,cuda,CG,none,0,16,1,1.233933,1
GKO,cuda,CG,none,0,16,1,1.228359,1
GKO,cuda,CG,none,0,16,1,1.230377,1
GKO,cuda,CG,none,0,16,1,1.242152,1
GKO,cuda,CG,none,0,16,1,1.234385,1
GKO,cuda,CG,none,0,16,1,1.230971,1
GKO,cuda,CG,none,0,16,1,1.224351,1
GKO,cuda,CG,none,0,16,1,1.228705,1
GKO,cuda,CG,none,0,16,1,1.23799,1
GKO,cuda,CG,none,0,16,1,1.236299,1
GKO,cuda,CG,none,0,16,1,1.236925,1
GKO,cuda,CG,none,0,16,1,1.227699,1
GKO,cuda,CG,none,0,16,1,1.23597,1
GKO,cuda,CG,none,0,16,1,1.225245,1
GKO,cuda,CG,none,0,16,1,1.235274,1
GKO,cuda,CG,none,0,16,1,1.236847,1
GKO,cuda,CG,none,0,16,1,1.232703,1
GKO,cuda,CG,none,0,16,1,1.228484,1
GKO,cuda,CG,none,0,16,1,1.227635,1
GKO,cuda,CG,none,0,16,1,1.236597,1
GKO,cuda,CG,none,0,16,1,1.234878,1
GKO,cuda,CG,none,0,16,1,1.228759,1
GKO,cuda,CG,none,0,16,1,1.230056,1
GKO,cuda,CG,none,0,16,1,1.232737,1
GKO,cuda,CG,none,0,16,1,1.232611,1
GKO,cuda,CG,none,0,16,1,1.22875,1
GKO,cuda,CG,none,0,16,1,1.23079,1
GKO,cuda,CG,none,0,16,1,1.237676,1
GKO,cuda,CG,none,0,16,1,1.229331,1
GKO,cuda,CG,none,0,16,1,1.235739,1
GKO,cuda,BiCGStab,none,0,16,1,1.315068,1
GKO,cuda,BiCGStab,none,0,16,1,1.351757,1
GKO,cuda,BiCGStab,none,0,16,1,1.307891,1
GKO,cuda,BiCGStab,none,0,16,1,1.308921,1
GKO,cuda,BiCGStab,none,0,16,1,1.314618,1
GKO,cuda,BiCGStab,none,0,16,1,1.303775,1
GKO,cuda,BiCGStab,none,0,16,1,1.304903,1
GKO,cuda,BiCGStab,none,0,16,1,1.316041,1
GKO,cuda,BiCGStab,none,0,16,1,1.297447,1
GKO,cuda,BiCGStab,none,0,16,1,1.30264,1
GKO,cuda,BiCGStab,none,0,16,1,1.29163,1
GKO,cuda,BiCGStab,none,0,16,1,1.305228,1
GKO,cuda,BiCGStab,none,0,16,1,1.311799,1
GKO,cuda,BiCGStab,none,0,16,1,1.30357,1
GKO,cuda,BiCGStab,none,0,16,1,1.306882,1
GKO,cuda,BiCGStab,none,0,16,1,1.312459,1
GKO,cuda,BiCGStab,none,0,16,1,1.311131,1
GKO,cuda,BiCGStab,none,0,16,1,1.309151,1
GKO,cuda,BiCGStab,none,0,16,1,1.303057,1
GKO,cuda,BiCGStab,none,0,16,1,1.307935,1
GKO,cuda,BiCGStab,none,0,16,1,1.303625,1
GKO,cuda,BiCGStab,none,0,16,1,1.311737,1
GKO,cuda,BiCGStab,none,0,16,1,1.303989,1
GKO,cuda,BiCGStab,none,0,16,1,1.312859,1
GKO,cuda,BiCGStab,none,0,16,1,1.310415,1
GKO,cuda,BiCGStab,none,0,16,1,1.30417,1
GKO,cuda,BiCGStab,none,0,16,1,1.313306,1
GKO,cuda,BiCGStab,none,0,16,1,1.298898,1
GKO,cuda,BiCGStab,none,0,16,1,1.309159,1
GKO,cuda,BiCGStab,none,0,16,1,1.309714,1
GKO,cuda,BiCGStab,none,0,16,1,1.312063,1
GKO,cuda,BiCGStab,none,0,16,1,1.307654,1
GKO,cuda,BiCGStab,none,0,16,1,1.313821,1
GKO,cuda,BiCGStab,none,0,16,1,1.319205,1
GKO,cuda,BiCGStab,none,0,16,1,1.309688,1
GKO,cuda,BiCGStab,none,0,16,1,1.304874,1
GKO,cuda,BiCGStab,none,0,16,1,1.315811,1
GKO,cuda,BiCGStab,none,0,16,1,1.312577,1
GKO,cuda,BiCGStab,none,0,16,1,1.307136,1
GKO,cuda,BiCGStab,none,0,16,1,1.3136,1
GKO,cuda,BiCGStab,none,0,16,1,1.309498,1
GKO,cuda,BiCGStab,none,0,16,1,1.298009,1
GKO,cuda,BiCGStab,none,0,16,1,1.307814,1
GKO,cuda,BiCGStab,none,0,16,1,1.310097,1
GKO,cuda,BiCGStab,none,0,16,1,1.313755,1
GKO,cuda,BiCGStab,none,0,16,1,1.300881,1
GKO,cuda,CG,none,0,32,1,2.373371,1
GKO,cuda,CG,none,0,32,1,2.364301,1
GKO,cuda,CG,none,0,32,1,2.367434,1
GKO,cuda,CG,none,0,32,1,2.362275,1
GKO,cuda,CG,none,0,32,1,2.371492,1
GKO,cuda,CG,none,0,32,1,2.357565,1
GKO,cuda,CG,none,0,32,1,2.376973,1
GKO,cuda,CG,none,0,32,1,2.372484,1
GKO,cuda,CG,none,0,32,1,2.367605,1
GKO,cuda,CG,none,0,32,1,2.360451,1
GKO,cuda,CG,none,0,32,1,2.358961,1
GKO,cuda,CG,none,0,32,1,2.366595,1
GKO,cuda,CG,none,0,32,1,2.355588,1
GKO,cuda,CG,none,0,32,1,2.357349,1
GKO,cuda,CG,none,0,32,1,2.35141,1
GKO,cuda,CG,none,0,32,1,2.373094,1
GKO,cuda,CG,none,0,32,1,2.360152,1
GKO,cuda,CG,none,0,32,1,2.349579,1
GKO,cuda,CG,none,0,32,1,2.356446,1
GKO,cuda,CG,none,0,32,1,2.351736,1
GKO,cuda,CG,none,0,32,1,2.364612,1
GKO,cuda,CG,none,0,32,1,2.358917,1
GKO,cuda,CG,none,0,32,1,2.359502,1
GKO,cuda,CG,none,0,32,1,2.358338,1
GKO,cuda,CG,none,0,32,1,2.374564,1
GKO,cuda,CG,none,0,32,1,2.383059,1
GKO,cuda,BiCGStab,none,0,32,1,3.719488,1
GKO,cuda,BiCGStab,none,0,32,1,3.724394,1
GKO,cuda,BiCGStab,none,0,32,1,3.72278,1
GKO,cuda,BiCGStab,none,0,32,1,3.721127,1
GKO,cuda,BiCGStab,none,0,32,1,3.726555,1
GKO,cuda,BiCGStab,none,0,32,1,3.71456,1
GKO,cuda,BiCGStab,none,0,32,1,3.754178,1
GKO,cuda,BiCGStab,none,0,32,1,3.703814,1
GKO,cuda,BiCGStab,none,0,32,1,3.71217,1
GKO,cuda,BiCGStab,none,0,32,1,3.701557,1
GKO,cuda,BiCGStab,none,0,32,1,3.728917,1
GKO,cuda,BiCGStab,none,0,32,1,3.707644,1
GKO,cuda,BiCGStab,none,0,32,1,3.701631,1
GKO,cuda,BiCGStab,none,0,32,1,3.742715,1
GKO,cuda,BiCGStab,none,0,32,1,3.714725,1
GKO,cuda,BiCGStab,none,0,32,1,3.715797,1
GKO,cuda,BiCGStab,none,0,32,1,3.740639,1
GKO,cuda,CG,none,0,64,1,20.786114,1
GKO,cuda,CG,none,0,64,1,20.744674,1
GKO,cuda,CG,none,0,64,1,20.746617,1
GKO,cuda,CG,none,0,64,1,20.542503,1
GKO,cuda,CG,none,0,64,1,20.53525,1
GKO,cuda,BiCGStab,none,0,64,1,23.226524,1
GKO,cuda,BiCGStab,none,0,64,1,23.242081,1
GKO,cuda,BiCGStab,none,0,64,1,23.043013,1
GKO,cuda,BiCGStab,none,0,64,1,23.103525,1
GKO,cuda,BiCGStab,none,0,64,1,23.082518,1
